,accentcity,city,country,geopoint,latitude,longitude,population,region,point_count
46622,Amesbury,amesbury,us,"[42.8583333, -70.9305556]",42.8583333,-70.9305556,18313.0,MA,4
128885,Brattleboro,brattleboro,us,"[42.8508333, -72.5583333]",42.8508333,-72.5583333,13373.0,VT,3
82708,West Seneca,west seneca,us,"[42.85, -78.8]",42.85,-78.8,44712.0,NY,9
77315,Litchfield,litchfield,us,"[42.8441667, -71.4802778]",42.8441667,-71.4802778,8307.0,NH,2
58047,Cutlerville,cutlerville,us,"[42.8408333, -85.6636111]",42.8408333,-85.6636111,17231.0,MI,4
77324,Atkinson,atkinson,us,"[42.8383333, -71.1475]",42.8383333,-71.1475,6782.0,NH,2
77316,Plaistow,plaistow,us,"[42.8363889, -71.0952778]",42.8363889,-71.0952778,7885.0,NH,2
77296,Milford,milford,us,"[42.8352778, -71.6494444]",42.8352778,-71.6494444,14661.0,NH,3
132172,Whitewater,whitewater,us,"[42.8336111, -88.7322222]",42.8336111,-88.7322222,14536.0,WI,3
137986,Lander,lander,us,"[42.8330556, -108.73]",42.8330556,-108.73,6821.0,WY,2
82781,Lackawanna,lackawanna,us,"[42.8255556, -78.8236111]",42.8255556,-78.8236111,18293.0,NY,4
82698,Schenectady,schenectady,us,"[42.8141667, -73.94]",42.8141667,-73.94,60280.0,NY,13
77336,Jaffrey,jaffrey,us,"[42.8138889, -72.0236111]",42.8138889,-72.0236111,5784.0,NH,2
46630,Newburyport,newburyport,us,"[42.8125, -70.8777778]",42.8125,-70.8777778,17575.0,MA,4
132151,Caledonia,caledonia,us,"[42.8077778, -87.9241667]",42.8077778,-87.9241667,24282.0,WI,5
77300,Windham,windham,us,"[42.8005556, -71.3047222]",42.8005556,-71.3047222,13091.0,NH,3
58065,Fenton,fenton,us,"[42.7977778, -83.705]",42.7977778,-83.705,12236.0,MI,3
27579,Le Mars,le mars,us,"[42.7941667, -96.1652778]",42.7941667,-96.1652778,9256.0,IA,2
77284,Salem,salem,us,"[42.7883333, -71.2013889]",42.7883333,-71.2013889,29549.0,NH,6
58018,Holland,holland,us,"[42.7875, -86.1088889]",42.7875,-86.1088889,34544.0,MI,7
82766,Rotterdam,rotterdam,us,"[42.7869444, -73.9713889]",42.7869444,-73.9713889,20060.0,NY,5
108837,Vermillion,vermillion,us,"[42.7794444, -96.9288889]",42.7794444,-96.9288889,10009.0,SD,3
46528,Haverhill,haverhill,us,"[42.7761111, -71.0777778]",42.7761111,-71.0777778,61465.0,MA,13
82810,Cohoes,cohoes,us,"[42.7741667, -73.7005556]",42.7741667,-73.7005556,15183.0,NY,4
77280,Nashua,nashua,us,"[42.7652778, -71.4680556]",42.7652778,-71.4680556,87039.0,NH,18
77287,Hudson,hudson,us,"[42.7647222, -71.4402778]",42.7647222,-71.4402778,24474.0,NH,5
137988,Douglas,douglas,us,"[42.7597222, -105.3816667]",42.7597222,-105.3816667,5378.0,WY,2
77333,Rindge,rindge,us,"[42.7511111, -72.0102778]",42.7511111,-72.0102778,6049.0,NH,2
77338,New Ipswich,new ipswich,us,"[42.7480556, -71.8547222]",42.7480556,-71.8547222,5283.0,NH,2
58070,Haslett,haslett,us,"[42.7469444, -84.4011111]",42.7469444,-84.4011111,11713.0,MI,3
77319,Hollis,hollis,us,"[42.7430556, -71.5922222]",42.7430556,-71.5922222,7711.0,NH,2
58052,Waverly,waverly,us,"[42.7391667, -84.6208333]",42.7391667,-84.6208333,16332.0,MI,4
58010,East Lansing,east lansing,us,"[42.7369444, -84.4838889]",42.7369444,-84.4838889,48371.0,MI,10
77353,Brookline,brookline,us,"[42.7347222, -71.6586111]",42.7347222,-71.6586111,4650.0,NH,1
77302,Pelham,pelham,us,"[42.7344444, -71.325]",42.7344444,-71.325,12676.0,NH,3
132207,Platteville,platteville,us,"[42.7341667, -90.4783333]",42.7341667,-90.4783333,9786.0,WI,2
57988,Lansing,lansing,us,"[42.7325, -84.5555556]",42.7325,-84.5555556,117691.0,MI,24
82861,Watervliet,watervliet,us,"[42.73, -73.7016667]",42.73,-73.7016667,9967.0,NY,2
82706,Troy,troy,us,"[42.7283333, -73.6922222]",42.7283333,-73.6922222,48232.0,NY,10
46540,Methuen,methuen,us,"[42.7261111, -71.1913889]",42.7261111,-71.1913889,45372.0,MA,10
132126,Racine,racine,us,"[42.7261111, -87.7827778]",42.7261111,-87.7827778,79263.0,WI,16
27580,Waverly,waverly,us,"[42.7258333, -92.4752778]",42.7258333,-92.4752778,9106.0,IA,2
29724,Jerome,jerome,us,"[42.7241667, -114.5177778]",42.7241667,-114.5177778,8287.0,ID,2
58032,Okemos,okemos,us,"[42.7222222, -84.4275]",42.7222222,-84.4275,23926.0,MI,5
82865,Hamburg,hamburg,us,"[42.7158333, -78.8297222]",42.7158333,-78.8297222,9656.0,NY,2
46526,Lawrence,lawrence,us,"[42.7069444, -71.1636111]",42.7069444,-71.1636111,72609.0,MA,15
57998,Waterford,waterford,us,"[42.7022222, -83.4027778]",42.7022222,-83.4027778,75737.0,MI,16
46655,North Adams,north adams,us,"[42.7008333, -73.1091667]",42.7008333,-73.1091667,14106.0,MA,3
46580,North Andover,north andover,us,"[42.6986111, -71.1355556]",42.6986111,-71.1355556,28222.0,MA,6
58042,Auburn Hills,auburn hills,us,"[42.6875, -83.2341667]",42.6875,-83.2341667,20816.0,MI,5
46667,Winchendon,winchendon,us,"[42.6861111, -72.0444444]",42.6861111,-72.0444444,12954.0,MA,3
132131,Janesville,janesville,us,"[42.6827778, -89.0186111]",42.6827778,-89.0186111,61675.0,WI,13
58073,New Baltimore,new baltimore,us,"[42.6811111, -82.7369444]",42.6811111,-82.7369444,11453.0,MI,3
58072,Rochester,rochester,us,"[42.6805556, -83.1338889]",42.6805556,-83.1338889,11485.0,MI,3
46621,Ipswich,ipswich,us,"[42.6791667, -70.8416667]",42.6791667,-70.8416667,18768.0,MA,4
132191,Burlington,burlington,us,"[42.6780556, -88.2761111]",42.6780556,-88.2761111,11414.0,WI,3
46576,Dracut,dracut,us,"[42.6702778, -71.3025]",42.6702778,-71.3025,28831.0,MA,6
46635,Townsend,townsend,us,"[42.6666667, -71.7055556]",42.6666667,-71.7055556,16933.0,MA,4
46631,Pepperell,pepperell,us,"[42.6658333, -71.5888889]",42.6658333,-71.5888889,17453.0,MA,4
46538,Andover,andover,us,"[42.6583333, -71.1375]",42.6583333,-71.1375,48286.0,MA,10
58001,Rochester Hills,rochester hills,us,"[42.6583333, -83.15]",42.6583333,-83.15,68895.0,MI,14
82694,Albany,albany,us,"[42.6525, -73.7566667]",42.6525,-73.7566667,93794.0,NY,19
27576,Storm Lake,storm lake,us,"[42.6411111, -95.2094444]",42.6411111,-95.2094444,9835.0,IA,2
58077,Holt,holt,us,"[42.6405556, -84.5152778]",42.6405556,-84.5152778,11023.0,MI,3
132209,Somers,somers,us,"[42.6402778, -87.9102778]",42.6402778,-87.9102778,9454.0,WI,2
58002,Pontiac,pontiac,us,"[42.6388889, -83.2911111]",42.6388889,-83.2911111,67994.0,MI,14
46516,Lowell,lowell,us,"[42.6333333, -71.3166667]",42.6333333,-71.3166667,103469.0,MA,21
29731,Rupert,rupert,us,"[42.6191667, -113.6763889]",42.6191667,-113.6763889,5216.0,ID,2
46567,Gloucester,gloucester,us,"[42.6158333, -70.6625]",42.6158333,-70.6625,30916.0,MA,7
46620,Groton,groton,us,"[42.6111111, -71.575]",42.6111111,-71.575,18772.0,MA,4
46573,Tewksbury,tewksbury,us,"[42.6105556, -71.2347222]",42.6105556,-71.2347222,29326.0,MA,6
58090,Howell,howell,us,"[42.6072222, -83.9294444]",42.6072222,-83.9294444,9860.0,MI,2
57995,Troy,troy,us,"[42.6055556, -83.15]",42.6055556,-83.15,81269.0,MI,17
132200,Monroe,monroe,us,"[42.6011111, -89.6383333]",42.6011111,-89.6383333,10608.0,WI,3
82784,Cortland,cortland,us,"[42.6011111, -76.1808333]",42.6011111,-76.1808333,18017.0,NY,4
46560,Chelmsford,chelmsford,us,"[42.5997222, -71.3677778]",42.5997222,-71.3677778,33925.0,MA,7
58048,Mount Clemens,mount clemens,us,"[42.5972222, -82.8780556]",42.5972222,-82.8780556,16776.0,MI,4
46668,Athol,athol,us,"[42.5958333, -72.2272222]",42.5958333,-72.2272222,12871.0,MA,3
46688,Middleton,middleton,us,"[42.595, -71.0166667]",42.595,-71.0166667,9859.0,MA,2
46641,Lunenburg,lunenburg,us,"[42.5944444, -71.725]",42.5944444,-71.725,16520.0,MA,4
46615,Greenfield,greenfield,us,"[42.5875, -72.6]",42.5875,-72.6,19753.0,MA,4
132125,Kenosha,kenosha,us,"[42.5847222, -87.8211111]",42.5847222,-87.8211111,93982.0,WI,19
46549,Fitchburg,fitchburg,us,"[42.5833333, -71.8027778]",42.5833333,-71.8027778,40363.0,MA,9
57987,Sterling Heights,sterling heights,us,"[42.5802778, -83.0302778]",42.5802778,-83.0302778,126657.0,MI,26
46607,Westford,westford,us,"[42.5791667, -71.4383333]",42.5791667,-71.4383333,21587.0,MA,5
46610,Gardner,gardner,us,"[42.575, -71.9986111]",42.575,-71.9986111,21175.0,MA,5
46589,Danvers,danvers,us,"[42.575, -70.9305556]",42.575,-70.9305556,25829.0,MA,6
46656,North Reading,north reading,us,"[42.575, -71.0791667]",42.575,-71.0791667,14101.0,MA,3
29709,Twin Falls,twin falls,us,"[42.5630556, -114.46]",42.5630556,-114.46,38602.0,ID,8
46551,Billerica,billerica,us,"[42.5583333, -71.2694444]",42.5583333,-71.2694444,39904.0,MA,8
46548,Beverly,beverly,us,"[42.5583333, -70.8805556]",42.5583333,-70.8805556,40365.0,MA,9
132190,Salem,salem,us,"[42.5547222, -88.1108333]",42.5547222,-88.1108333,11416.0,WI,3
132159,Pleasant Prairie,pleasant prairie,us,"[42.5530556, -87.9333333]",42.5530556,-87.9333333,19458.0,WI,4
58044,Birmingham,birmingham,us,"[42.5466667, -83.2113889]",42.5466667,-83.2113889,18977.0,MI,4
46605,Wilmington,wilmington,us,"[42.5463889, -71.1741667]",42.5463889,-71.1741667,21704.0,MA,5
58057,Fraser,fraser,us,"[42.5391667, -82.9494444]",42.5391667,-82.9494444,14878.0,MI,3
46673,Lynnfield,lynnfield,us,"[42.5388889, -71.0486111]",42.5388889,-71.0486111,11748.0,MA,3
29723,Burley,burley,us,"[42.5358333, -113.7919444]",42.5358333,-113.7919444,9247.0,ID,2
58066,Clawson,clawson,us,"[42.5333333, -83.1463889]",42.5333333,-83.1463889,12222.0,MI,3
46537,Peabody,peabody,us,"[42.5277778, -70.9291667]",42.5277778,-70.9291667,50293.0,MA,11
27550,Cedar Falls,cedar falls,us,"[42.5277778, -92.4452778]",42.5277778,-92.4452778,36258.0,IA,8
46596,Reading,reading,us,"[42.5255556, -71.0958333]",42.5255556,-71.0958333,23441.0,MA,5
46544,Leominster,leominster,us,"[42.525, -71.7602778]",42.525,-71.7602778,42301.0,MA,9
58059,Wixom,wixom,us,"[42.5247222, -83.5363889]",42.5247222,-83.5363889,13696.0,MI,3
58087,Beverly Hills,beverly hills,us,"[42.5238889, -83.2233333]",42.5238889,-83.2233333,10032.0,MI,3
46543,Salem,salem,us,"[42.5194444, -70.8972222]",42.5194444,-70.8972222,42455.0,MA,9
132141,Beloit,beloit,us,"[42.5083333, -89.0316667]",42.5083333,-89.0316667,35210.0,WI,8
46592,Wakefield,wakefield,us,"[42.5063889, -71.0733333]",42.5063889,-71.0733333,24712.0,MA,5
46599,Burlington,burlington,us,"[42.5047222, -71.1961111]",42.5047222,-71.1961111,22739.0,MA,5
58056,Berkley,berkley,us,"[42.5030556, -83.1836111]",42.5030556,-83.1836111,14997.0,MI,3
27547,Dubuque,dubuque,us,"[42.5005556, -90.6644444]",42.5005556,-90.6644444,57185.0,IA,12
27543,Sioux City,sioux city,us,"[42.5, -96.4]",42.5,-96.4,83248.0,IA,17
46613,Marblehead,marblehead,us,"[42.5, -70.8583333]",42.5,-70.8583333,20424.0,MA,5
27557,Fort Dodge,fort dodge,us,"[42.4975, -94.1677778]",42.4975,-94.1677778,26879.0,IA,6
58011,Roseville,roseville,us,"[42.4972222, -82.9372222]",42.4972222,-82.9372222,47372.0,MI,10
27544,Waterloo,waterloo,us,"[42.4927778, -92.3427778]",42.4927778,-92.3427778,65836.0,IA,14
46671,Bedford,bedford,us,"[42.4905556, -71.2766667]",42.4905556,-71.2766667,12502.0,MA,3
58004,Royal Oak,royal oak,us,"[42.4894444, -83.1447222]",42.4894444,-83.1447222,57570.0,MI,12
58023,Madison Heights,madison heights,us,"[42.4858333, -83.1052778]",42.4858333,-83.1052778,30004.0,MI,7
57996,Farmington Hills,farmington hills,us,"[42.4852778, -83.3772222]",42.4852778,-83.3772222,79955.0,MI,16
46611,Acton,acton,us,"[42.485, -71.4333333]",42.485,-71.4333333,20897.0,MA,5
58008,Novi,novi,us,"[42.4805556, -83.4755556]",42.4805556,-83.4755556,53754.0,MI,11
46604,Stoneham,stoneham,us,"[42.48, -71.1]",42.48,-71.1,21796.0,MA,5
82833,Dunkirk,dunkirk,us,"[42.4794444, -79.3341667]",42.4794444,-79.3341667,12451.0,NY,3
46553,Woburn,woburn,us,"[42.4791667, -71.1527778]",42.4791667,-71.1527778,37746.0,MA,8
57986,Warren,warren,us,"[42.4775, -83.0277778]",42.4775,-83.0277778,133517.0,MI,27
31105,Antioch,antioch,us,"[42.4772222, -88.0955556]",42.4772222,-88.0955556,11802.0,IL,3
76124,South Sioux City,south sioux city,us,"[42.4738889, -96.4133333]",42.4738889,-96.4133333,12135.0,NE,3
57997,Southfield,southfield,us,"[42.4733333, -83.2219444]",42.4733333,-83.2219444,76828.0,MI,16
46654,Swampscott,swampscott,us,"[42.4708333, -70.9180556]",42.4708333,-70.9180556,14447.0,MA,3
58020,Eastpointe,eastpointe,us,"[42.4683333, -82.9555556]",42.4683333,-82.9555556,32682.0,MI,7
46522,Lynn,lynn,us,"[42.4666667, -70.95]",42.4666667,-70.95,89691.0,MA,18
46585,Saugus,saugus,us,"[42.4647222, -71.0105556]",42.4647222,-71.0105556,26668.0,MA,6
58088,Farmington,farmington,us,"[42.4644444, -83.3763889]",42.4644444,-83.3763889,9989.0,MI,2
58046,Hazel Park,hazel park,us,"[42.4625, -83.1041667]",42.4625,-83.1041667,18261.0,MI,4
58074,South Lyon,south lyon,us,"[42.4605556, -83.6516667]",42.4605556,-83.6516667,11450.0,MI,3
58039,Ferndale,ferndale,us,"[42.4605556, -83.1347222]",42.4605556,-83.1347222,21361.0,MI,5
46637,Concord,concord,us,"[42.4602778, -71.3494444]",42.4602778,-71.3494444,16810.0,MA,4
58027,Oak Park,oak park,us,"[42.4594444, -83.1827778]",42.4594444,-83.1827778,28644.0,MI,6
46586,Melrose,melrose,us,"[42.4583333, -71.0666667]",42.4583333,-71.0666667,26466.0,MA,6
82834,Oneonta,oneonta,us,"[42.4527778, -75.0641667]",42.4527778,-75.0641667,12328.0,NY,3
46609,Winchester,winchester,us,"[42.4522222, -71.1375]",42.4522222,-71.1375,21366.0,MA,5
46542,Pittsfield,pittsfield,us,"[42.45, -73.2458333]",42.45,-73.2458333,44174.0,MA,9
46569,Lexington,lexington,us,"[42.4472222, -71.225]",42.4472222,-71.225,30661.0,MA,7
31007,Zion,zion,us,"[42.4461111, -87.8327778]",42.4461111,-87.8327778,24316.0,IL,5
58051,Grosse Pointe Woods,grosse pointe woods,us,"[42.4436111, -82.9069444]",42.4436111,-82.9069444,16364.0,MI,4
82724,Ithaca,ithaca,us,"[42.4405556, -76.4969444]",42.4405556,-76.4969444,31159.0,NY,7
82855,Fredonia,fredonia,us,"[42.44, -79.3319444]",42.44,-79.3319444,10440.0,NY,3
95201,Grants Pass,grants pass,us,"[42.4391667, -123.3272222]",42.4391667,-123.3272222,27191.0,OR,6
46687,Maynard,maynard,us,"[42.4333333, -71.45]",42.4333333,-71.45,10275.0,MA,3
58060,Harper Woods,harper woods,us,"[42.4330556, -82.9241667]",42.4330556,-82.9241667,13665.0,MI,3
46533,Malden,malden,us,"[42.425, -71.0666667]",42.425,-71.0666667,55290.0,MA,12
31137,Harvard,harvard,us,"[42.4222222, -88.6136111]",42.4222222,-88.6136111,8996.0,IL,2
31098,Beach Park,beach park,us,"[42.4222222, -87.8572222]",42.4222222,-87.8572222,12382.0,IL,3
46536,Medford,medford,us,"[42.4183333, -71.1066667]",42.4183333,-71.1066667,53963.0,MA,11
46643,Clinton,clinton,us,"[42.4166667, -71.6833333]",42.4166667,-71.6833333,16317.0,MA,4
46545,Arlington,arlington,us,"[42.4152778, -71.1569444]",42.4152778,-71.1569444,41461.0,MA,9
31071,Lindenhurst,lindenhurst,us,"[42.4105556, -88.0261111]",42.4105556,-88.0261111,15038.0,IL,4
58093,Grosse Pointe Farms,grosse pointe farms,us,"[42.4091667, -82.8919444]",42.4091667,-82.8919444,9360.0,MI,2
46539,Revere,revere,us,"[42.4083333, -71.0125]",42.4083333,-71.0125,46420.0,MA,10
46554,Everett,everett,us,"[42.4083333, -71.0541667]",42.4083333,-71.0541667,37148.0,MA,8
58053,Highland Park,highland park,us,"[42.4055556, -83.0969444]",42.4055556,-83.0969444,15568.0,MI,4
31120,Fox Lake,fox lake,us,"[42.3966667, -88.1836111]",42.3966667,-88.1836111,10486.0,IL,3
46594,Belmont,belmont,us,"[42.3958333, -71.1791667]",42.3958333,-71.1791667,23546.0,MA,5
58038,Hamtramck,hamtramck,us,"[42.3927778, -83.0497222]",42.3927778,-83.0497222,21994.0,MI,5
46616,Hudson,hudson,us,"[42.3916667, -71.5666667]",42.3916667,-71.5666667,19697.0,MA,4
46563,Chelsea,chelsea,us,"[42.3916667, -71.0333333]",42.3916667,-71.0333333,33062.0,MA,7
46525,Somerville,somerville,us,"[42.3875, -71.1]",42.3875,-71.1,75261.0,MA,16
46633,Sudbury,sudbury,us,"[42.3833333, -71.4166667]",42.3833333,-71.4166667,17343.0,MA,4
58009,Redford,redford,us,"[42.3833333, -83.2966667]",42.3833333,-83.2966667,49936.0,MI,10
46530,Waltham,waltham,us,"[42.3763889, -71.2361111]",42.3763889,-71.2361111,58570.0,MA,12
95215,Central Point,central point,us,"[42.3761111, -122.9152778]",42.3761111,-122.9152778,16270.0,OR,4
58068,Grosse Pointe Park,grosse pointe park,us,"[42.3758333, -82.9375]",42.3758333,-82.9375,11937.0,MI,3
46558,Amherst Center,amherst center,us,"[42.3752778, -72.5197222]",42.3752778,-72.5197222,34618.0,MA,7
46629,Winthrop,winthrop,us,"[42.375, -70.9833333]",42.375,-70.9833333,17618.0,MA,4
46517,Cambridge,cambridge,us,"[42.375, -71.1061111]",42.375,-71.1061111,101382.0,MA,21
30986,Round Lake Beach,round lake beach,us,"[42.3716667, -88.09]",42.3716667,-88.09,29011.0,IL,6
46564,Watertown,watertown,us,"[42.3708333, -71.1833333]",42.3708333,-71.1833333,32918.0,MA,7
30980,Gurnee,gurnee,us,"[42.3702778, -87.9019444]",42.3702778,-87.9019444,31346.0,IL,7
57991,Livonia,livonia,us,"[42.3683333, -83.3527778]",42.3683333,-83.3527778,98218.0,MI,20
46675,Weston,weston,us,"[42.3666667, -71.3036111]",42.3666667,-71.3036111,11682.0,MA,3
30925,Waukegan,waukegan,us,"[42.3636111, -87.8447222]",42.3636111,-87.8447222,92695.0,IL,19
46663,Wayland,wayland,us,"[42.3625, -71.3619444]",42.3625,-71.3619444,13155.0,MA,3
46513,Boston,boston,us,"[42.3583333, -71.0602778]",42.3583333,-71.0602778,571281.0,MA,115
46634,Holden,holden,us,"[42.3516667, -71.8638889]",42.3516667,-71.8638889,17016.0,MA,4
31029,Machesney Park,machesney park,us,"[42.3472222, -89.0388889]",42.3472222,-89.0388889,21494.0,IL,5
46552,Marlborough,marlborough,us,"[42.3458333, -71.5527778]",42.3458333,-71.5527778,38334.0,MA,8
31018,Grayslake,grayslake,us,"[42.3444444, -88.0416667]",42.3444444,-88.0416667,22768.0,IL,5
46524,Newton,newton,us,"[42.3369444, -71.2097222]",42.3369444,-71.2097222,84851.0,MA,17
58006,Dearborn Heights,dearborn heights,us,"[42.3369444, -83.2733333]",42.3369444,-83.2733333,56359.0,MI,12
46532,Brookline,brookline,us,"[42.3316667, -71.1216667]",42.3316667,-71.1216667,56079.0,MA,12
57984,Detroit,detroit,us,"[42.3313889, -83.0458333]",42.3313889,-83.0458333,884941.0,MI,177
95191,Medford,medford,us,"[42.3266667, -122.8744444]",42.3266667,-122.8744444,69638.0,OR,14
58025,Garden City,garden city,us,"[42.3255556, -83.3311111]",42.3255556,-83.3311111,29023.0,MI,6
30964,North Chicago,north chicago,us,"[42.3255556, -87.8411111]",42.3255556,-87.8411111,37301.0,IL,8
46572,Northampton,northampton,us,"[42.325, -72.6416667]",42.325,-72.6416667,29665.0,MA,6
57994,Westland,westland,us,"[42.3241667, -83.4002778]",42.3241667,-83.4002778,84801.0,MI,17
57992,Dearborn,dearborn,us,"[42.3222222, -83.1763889]",42.3222222,-83.1763889,95170.0,MI,20
58007,Battle Creek,battle creek,us,"[42.3211111, -85.1797222]",42.3211111,-85.1797222,54088.0,MI,11
31020,Loves Park,loves park,us,"[42.32, -89.0580556]",42.32,-89.0580556,22650.0,IL,5
46623,Northborough,northborough,us,"[42.3194444, -71.6416667]",42.3194444,-71.6416667,18304.0,MA,4
31025,Woodstock,woodstock,us,"[42.3147222, -88.4486111]",42.3147222,-88.4486111,21769.0,IL,5
57993,Canton,canton,us,"[42.3086111, -83.4822222]",42.3086111,-83.4822222,86825.0,MI,18
46689,Southborough,southborough,us,"[42.3055556, -71.525]",42.3055556,-71.525,9686.0,MA,2
46678,Hull,hull,us,"[42.3019444, -70.9083333]",42.3019444,-70.9083333,11324.0,MA,3
30999,Freeport,freeport,us,"[42.2966667, -89.6211111]",42.2966667,-89.6211111,25619.0,IL,6
46587,Wellesley,wellesley,us,"[42.2963889, -71.2930556]",42.2963889,-71.2930556,26446.0,MA,6
46561,Shrewsbury,shrewsbury,us,"[42.2958333, -71.7133333]",42.2958333,-71.7133333,33893.0,MA,7
58026,Inkster,inkster,us,"[42.2941667, -83.31]",42.2941667,-83.31,28844.0,MI,6
57999,Kalamazoo,kalamazoo,us,"[42.2916667, -85.5872222]",42.2916667,-85.5872222,74138.0,MI,15
46566,Natick,natick,us,"[42.2833333, -71.35]",42.2833333,-71.35,32276.0,MA,7
46575,Needham,needham,us,"[42.2833333, -71.2333333]",42.2833333,-71.2333333,29125.0,MA,6
31030,Libertyville,libertyville,us,"[42.2830556, -87.9530556]",42.2830556,-87.9530556,21236.0,IL,5
58084,Melvindale,melvindale,us,"[42.2825, -83.1752778]",42.2825,-83.1752778,10492.0,MI,3
58045,Wayne,wayne,us,"[42.2813889, -83.3863889]",42.2813889,-83.3863889,18785.0,MI,4
46527,Framingham,framingham,us,"[42.2791667, -71.4166667]",42.2791667,-71.4166667,65413.0,MA,14
46602,Belchertown,belchertown,us,"[42.2769444, -72.4013889]",42.2769444,-72.4013889,22391.0,MA,5
58095,River Rouge,river rouge,us,"[42.2733333, -83.1344444]",42.2733333,-83.1344444,9117.0,MI,2
30919,Rockford,rockford,us,"[42.2711111, -89.0938889]",42.2711111,-89.0938889,152765.0,IL,31
57990,Ann Arbor,ann arbor,us,"[42.2708333, -83.7263889]",42.2708333,-83.7263889,113810.0,MI,23
46574,Westborough,westborough,us,"[42.2694444, -71.6166667]",42.2694444,-71.6166667,29313.0,MA,6
46638,Easthampton,easthampton,us,"[42.2666667, -72.6694444]",42.2666667,-72.6694444,16611.0,MA,4
31004,Belvidere,belvidere,us,"[42.2638889, -88.8441667]",42.2638889,-88.8441667,24547.0,IL,5
30974,Mundelein,mundelein,us,"[42.2630556, -88.0038889]",42.2630556,-88.0038889,33012.0,IL,7
46514,Worcester,worcester,us,"[42.2625, -71.8027778]",42.2625,-71.8027778,177216.0,MA,36
46644,Ashland,ashland,us,"[42.2611111, -71.4638889]",42.2611111,-71.4638889,15802.0,MA,4
46676,Ware,ware,us,"[42.2597222, -72.2402778]",42.2597222,-72.2402778,11610.0,MA,3
31123,Wauconda,wauconda,us,"[42.2588889, -88.1391667]",42.2588889,-88.1391667,10269.0,IL,3
31032,Lake Forest,lake forest,us,"[42.2586111, -87.8405556]",42.2586111,-87.8405556,21014.0,IL,5
46628,South Hadley,south hadley,us,"[42.2583333, -72.575]",42.2583333,-72.575,17652.0,MA,4
58028,Allen Park,allen park,us,"[42.2575, -83.2111111]",42.2575,-83.2111111,28157.0,MI,6
46523,Quincy,quincy,us,"[42.2527778, -71.0027778]",42.2527778,-71.0027778,89168.0,MA,18
58016,Lincoln Park,lincoln park,us,"[42.2505556, -83.1786111]",42.2505556,-83.1786111,38297.0,MI,8
46590,Milton,milton,us,"[42.2494444, -71.0666667]",42.2494444,-71.0666667,25586.0,MA,6
46681,Leicester,leicester,us,"[42.2458333, -71.9091667]",42.2458333,-71.9091667,11064.0,MA,3
58019,Jackson,jackson,us,"[42.2458333, -84.4013889]",42.2458333,-84.4013889,34416.0,MI,7
58080,Ecorse,ecorse,us,"[42.2444444, -83.1458333]",42.2444444,-83.1458333,10773.0,MI,3
46651,Spencer,spencer,us,"[42.2438889, -71.9927778]",42.2438889,-71.9927778,14814.0,MA,3
58094,Albion,albion,us,"[42.2430556, -84.7530556]",42.2430556,-84.7530556,9154.0,MI,2
46598,Dedham,dedham,us,"[42.2416667, -71.1666667]",42.2416667,-71.1666667,23019.0,MA,5
46571,Hingham,hingham,us,"[42.2416667, -70.8902778]",42.2416667,-70.8902778,30151.0,MA,7
30954,Crystal Lake,crystal lake,us,"[42.2411111, -88.3161111]",42.2411111,-88.3161111,41188.0,IL,9
58037,Ypsilanti,ypsilanti,us,"[42.2411111, -83.6130556]",42.2411111,-83.6130556,22191.0,MI,5
58003,Taylor,taylor,us,"[42.2408333, -83.2697222]",42.2408333,-83.2697222,65088.0,MI,14
46601,Hopkinton,hopkinton,us,"[42.2286111, -71.5230556]",42.2286111,-71.5230556,22601.0,MA,5
95212,Klamath Falls,klamath falls,us,"[42.225, -121.7805556]",42.225,-121.7805556,19203.0,OR,4
46562,Braintree,braintree,us,"[42.2222222, -71.0]",42.2222222,-71.0,33509.0,MA,7
58031,Romulus,romulus,us,"[42.2222222, -83.3966667]",42.2222222,-83.3966667,24018.0,MI,5
46535,Weymouth,weymouth,us,"[42.2208333, -70.9402778]",42.2208333,-70.9402778,54395.0,MA,11
31011,Vernon Hills,vernon hills,us,"[42.2194444, -87.9794444]",42.2194444,-87.9794444,23510.0,IL,5
58029,Wyandotte,wyandotte,us,"[42.2141667, -83.15]",42.2141667,-83.15,26802.0,MI,6
46658,Westwood,westwood,us,"[42.2138889, -71.225]",42.2138889,-71.225,14029.0,MA,3
58024,Southgate,southgate,us,"[42.2138889, -83.1938889]",42.2138889,-83.1938889,29669.0,MI,6
31034,Cary,cary,us,"[42.2119444, -88.2380556]",42.2119444,-88.2380556,20315.0,IL,5
46639,Grafton,grafton,us,"[42.2069444, -71.6861111]",42.2069444,-71.6861111,16583.0,MA,4
95210,Altamont,altamont,us,"[42.2069444, -121.7361111]",42.2069444,-121.7361111,19716.0,OR,4
46550,Holyoke,holyoke,us,"[42.2041667, -72.6166667]",42.2041667,-72.6166667,40141.0,MA,9
58013,Portage,portage,us,"[42.2011111, -85.58]",42.2011111,-85.58,46403.0,MI,10
46660,Holliston,holliston,us,"[42.2, -71.425]",42.2,-71.425,14010.0,MA,3
31036,Lake Zurich,lake zurich,us,"[42.1969444, -88.0933333]",42.1969444,-88.0933333,19903.0,IL,4
46588,Scituate,scituate,us,"[42.1958333, -70.7263889]",42.1958333,-70.7263889,26400.0,MA,6
95205,Ashland,ashland,us,"[42.1947222, -122.7083333]",42.1947222,-122.7083333,20888.0,OR,5
