,accentcity,city,country,geopoint,latitude,longitude,population,region,point_count
78249,Edison,edison,us,"[40.5186111, -74.4125]",40.5186111,-74.4125,102548.0,NJ,21
14828,Craig,craig,us,"[40.5152778, -107.5458333]",40.5152778,-107.5458333,9391.0,CO,2
30943,Normal,normal,us,"[40.5141667, -88.9905556]",40.5141667,-88.9905556,51331.0,IL,11
78265,Perth Amboy,perth amboy,us,"[40.5066667, -74.2658333]",40.5066667,-74.2658333,49107.0,NJ,10
96505,Plum,plum,us,"[40.5002778, -79.7497222]",40.5002778,-79.7497222,26550.0,PA,6
78301,Somerset,somerset,us,"[40.4975, -74.4888889]",40.4975,-74.4888889,23584.0,NJ,5
78349,Highland Park,highland park,us,"[40.4958333, -74.4247222]",40.4958333,-74.4247222,14275.0,NJ,3
88621,New Philadelphia,new philadelphia,us,"[40.4897222, -81.4458333]",40.4897222,-81.4458333,17472.0,OH,4
34580,Kokomo,kokomo,us,"[40.4863889, -86.1336111]",40.4863889,-86.1336111,46227.0,IN,10
78263,New Brunswick,new brunswick,us,"[40.4861111, -74.4522222]",40.4861111,-74.4522222,50633.0,NJ,11
14829,Steamboat Springs,steamboat springs,us,"[40.485, -106.8311111]",40.485,-106.8311111,9349.0,CO,2
30933,Bloomington,bloomington,us,"[40.4841667, -88.9936111]",40.4841667,-88.9936111,70706.0,IL,15
14819,Windsor,windsor,us,"[40.4775, -104.9008333]",40.4775,-104.9008333,14904.0,CO,3
31042,Macomb,macomb,us,"[40.4591667, -90.6716667]",40.4591667,-90.6716667,19234.0,IL,4
78271,Sayreville,sayreville,us,"[40.4591667, -74.3613889]",40.4591667,-74.3613889,42890.0,NJ,9
120271,Highland,highland,us,"[40.45, -111.7694444]",40.45,-111.7694444,10066.0,UT,3
9753,Anderson,anderson,us,"[40.4483333, -122.2966667]",40.4483333,-122.2966667,10684.0,CA,3
78334,South River,south river,us,"[40.4463889, -74.3863889]",40.4463889,-74.3863889,16480.0,NJ,4
96517,Wilkinsburg,wilkinsburg,us,"[40.4416667, -79.8822222]",40.4416667,-79.8822222,18036.0,PA,4
78398,Keansburg,keansburg,us,"[40.4416667, -74.1302778]",40.4416667,-74.1302778,10631.0,NJ,3
96485,Pittsburgh,pittsburgh,us,"[40.4405556, -79.9961111]",40.4405556,-79.9961111,319494.0,PA,64
78266,East Brunswick,east brunswick,us,"[40.4277778, -74.4163889]",40.4277778,-74.4163889,48495.0,NJ,10
34591,West Lafayette,west lafayette,us,"[40.4258333, -86.9080556]",40.4258333,-86.9080556,30950.0,IN,7
96576,Swissvale,swissvale,us,"[40.4236111, -79.8830556]",40.4236111,-79.8830556,9069.0,PA,2
14790,Greeley,greeley,us,"[40.4233333, -104.7086111]",40.4233333,-104.7086111,86875.0,CO,18
134430,Weirton,weirton,us,"[40.4188889, -80.5897222]",40.4188889,-80.5897222,19450.0,WV,4
34573,Lafayette,lafayette,us,"[40.4166667, -86.8752778]",40.4166667,-86.8752778,62231.0,IN,13
9671,Susanville,susanville,us,"[40.4163889, -120.6519444]",40.4163889,-120.6519444,17641.0,CA,4
78303,Old Bridge,old bridge,us,"[40.4147222, -74.3658333]",40.4147222,-74.3658333,23233.0,NJ,5
14792,Loveland,loveland,us,"[40.3977778, -105.0744444]",40.3977778,-105.0744444,59618.0,CO,12
27573,Keokuk,keokuk,us,"[40.3972222, -91.3847222]",40.3972222,-91.3847222,10645.0,IA,3
96578,Dormont,dormont,us,"[40.3958333, -80.0333333]",40.3958333,-80.0333333,8716.0,PA,2
88627,Mount Vernon,mount vernon,us,"[40.3933333, -82.4858333]",40.3933333,-82.4858333,16965.0,OH,4
96549,Munhall,munhall,us,"[40.3922222, -79.9002778]",40.3922222,-79.9002778,11561.0,PA,3
120251,Lehi,lehi,us,"[40.3916667, -111.85]",40.3916667,-111.85,26401.0,UT,6
96558,North Versailles,north versailles,us,"[40.3797222, -79.8097222]",40.3797222,-79.8097222,10571.0,PA,3
120255,American Fork,american fork,us,"[40.3769444, -111.795]",40.3769444,-111.795,23582.0,UT,5
14808,Evans,evans,us,"[40.3763889, -104.6916667]",40.3763889,-104.6916667,19623.0,CO,4
96567,Brentwood,brentwood,us,"[40.3705556, -79.975]",40.3705556,-79.975,9866.0,PA,2
88613,Steubenville,steubenville,us,"[40.3697222, -80.6341667]",40.3697222,-80.6341667,19312.0,OH,4
120254,Pleasant Grove,pleasant grove,us,"[40.3641667, -111.7377778]",40.3641667,-111.7377778,24449.0,UT,5
96513,West Mifflin,west mifflin,us,"[40.3633333, -79.8666667]",40.3633333,-79.8666667,21454.0,PA,5
88662,Bellefontaine,bellefontaine,us,"[40.3611111, -83.7597222]",40.3611111,-83.7597222,12958.0,OH,3
96499,Mount Lebanon,mount lebanon,us,"[40.3552778, -80.0497222]",40.3552778,-80.0497222,32730.0,PA,7
78364,Princeton,princeton,us,"[40.3486111, -74.6594444]",40.3486111,-74.6594444,12945.0,NJ,3
78374,Red Bank,red bank,us,"[40.3469444, -74.0647222]",40.3469444,-74.0647222,11730.0,NJ,3
62838,Maryville,maryville,us,"[40.3461111, -94.8722222]",40.3461111,-94.8722222,10670.0,MO,3
120274,Lindon,lindon,us,"[40.3433333, -111.72]",40.3433333,-111.72,8870.0,UT,2
96508,Lebanon,lebanon,us,"[40.3408333, -76.4116667]",40.3408333,-76.4116667,23581.0,PA,5
96514,Baldwin,baldwin,us,"[40.3380556, -79.9791667]",40.3380556,-79.9791667,18991.0,PA,4
96488,Reading,reading,us,"[40.3355556, -75.9272222]",40.3355556,-75.9272222,79799.0,PA,16
96561,Jeannette,jeannette,us,"[40.3280556, -79.6155556]",40.3280556,-79.6155556,10185.0,PA,3
96500,Bethel Park,bethel park,us,"[40.3275, -80.0397222]",40.3275,-80.0397222,32474.0,PA,7
96510,Johnstown,johnstown,us,"[40.3266667, -78.9222222]",40.3266667,-78.9222222,22357.0,PA,5
31089,Rantoul,rantoul,us,"[40.3083333, -88.1558333]",40.3083333,-88.1558333,12991.0,IL,3
78285,Long Branch,long branch,us,"[40.3041667, -73.9927778]",40.3041667,-73.9927778,31524.0,NJ,7
78332,Tinton Falls,tinton falls,us,"[40.3041667, -74.1008333]",40.3041667,-74.1008333,16549.0,NJ,4
96524,Greensburg,greensburg,us,"[40.3013889, -79.5391667]",40.3013889,-79.5391667,15309.0,PA,4
96542,Colonial Park,colonial park,us,"[40.3005556, -76.81]",40.3005556,-76.81,12972.0,PA,3
88566,Delaware,delaware,us,"[40.2986111, -83.0680556]",40.2986111,-83.0680556,31457.0,OH,7
120232,Orem,orem,us,"[40.2969444, -111.6938889]",40.2969444,-111.6938889,93060.0,UT,19
78350,Eatontown,eatontown,us,"[40.2961111, -74.0513889]",40.2961111,-74.0513889,14185.0,NJ,3
96539,Hershey,hershey,us,"[40.2858333, -76.6505556]",40.2858333,-76.6505556,13172.0,PA,3
96571,Progress,progress,us,"[40.285, -76.8316667]",40.285,-76.8316667,9607.0,PA,2
88606,Sidney,sidney,us,"[40.2841667, -84.1555556]",40.2841667,-84.1555556,20161.0,OH,5
34612,Frankfort,frankfort,us,"[40.2794444, -86.5108333]",40.2794444,-86.5108333,16315.0,IN,4
34643,Elwood,elwood,us,"[40.2769444, -85.8419444]",40.2769444,-85.8419444,9051.0,IN,2
96493,Harrisburg,harrisburg,us,"[40.2736111, -76.8847222]",40.2736111,-76.8847222,47840.0,PA,10
88677,Coshocton,coshocton,us,"[40.2719444, -81.8597222]",40.2719444,-81.8597222,11687.0,OH,3
78281,Ewing,ewing,us,"[40.2697222, -74.8002778]",40.2697222,-74.8002778,36559.0,NJ,8
76123,Beatrice,beatrice,us,"[40.2680556, -96.7466667]",40.2680556,-96.7466667,13198.0,NE,3
78379,Freehold,freehold,us,"[40.26, -74.2741667]",40.26,-74.2741667,11558.0,NJ,3
14825,Fort Morgan,fort morgan,us,"[40.2502778, -103.7994444]",40.2502778,-103.7994444,10969.0,CO,3
96512,Pottstown,pottstown,us,"[40.2452778, -75.65]",40.2452778,-75.65,21720.0,PA,5
78362,West Freehold,west freehold,us,"[40.2419444, -74.3016667]",40.2419444,-74.3016667,13219.0,NJ,3
96522,Lansdale,lansdale,us,"[40.2413889, -75.2841667]",40.2413889,-75.2841667,16094.0,PA,4
88633,Marysville,marysville,us,"[40.2363889, -83.3672222]",40.2363889,-83.3672222,16396.0,OH,4
120230,Provo,provo,us,"[40.2338889, -111.6577778]",40.2338889,-111.6577778,105764.0,UT,22
78333,Asbury Park,asbury park,us,"[40.2202778, -74.0125]",40.2202778,-74.0125,16507.0,NJ,4
78250,Trenton,trenton,us,"[40.2169444, -74.7433333]",40.2169444,-74.7433333,84833.0,NJ,17
96516,Carlisle,carlisle,us,"[40.2013889, -77.1891667]",40.2013889,-77.1891667,18204.0,PA,4
62810,Kirksville,kirksville,us,"[40.1947222, -92.5830556]",40.1947222,-92.5830556,16973.0,MO,4
34572,Muncie,muncie,us,"[40.1933333, -85.3863889]",40.1933333,-85.3863889,65327.0,IN,14
96538,Ephrata,ephrata,us,"[40.1797222, -76.1791667]",40.1797222,-76.1791667,13182.0,PA,3
9709,Red Bluff,red bluff,us,"[40.1786111, -122.2347222]",40.1786111,-122.2347222,14036.0,CA,3
96531,Horsham,horsham,us,"[40.1783333, -75.1288889]",40.1783333,-75.1288889,14597.0,PA,3
96529,Washington,washington,us,"[40.1738889, -80.2463889]",40.1738889,-80.2463889,14637.0,PA,3
14791,Longmont,longmont,us,"[40.1672222, -105.1013889]",40.1672222,-105.1013889,83291.0,CO,17
120257,Springville,springville,us,"[40.1652778, -111.61]",40.1652778,-111.61,22867.0,UT,5
96492,Levittown,levittown,us,"[40.155, -74.8291667]",40.155,-74.8291667,53117.0,PA,11
96546,Elizabethtown,elizabethtown,us,"[40.1527778, -76.6030556]",40.1527778,-76.6030556,11907.0,PA,3
96540,East Norriton,east norriton,us,"[40.1516667, -75.3369444]",40.1516667,-75.3369444,13108.0,PA,3
31072,Lincoln,lincoln,us,"[40.1483333, -89.3647222]",40.1483333,-89.3647222,14899.0,IL,3
88601,Piqua,piqua,us,"[40.1447222, -84.2425]",40.1447222,-84.2425,20731.0,OH,5
96521,Willow Grove,willow grove,us,"[40.1438889, -75.1161111]",40.1438889,-75.1161111,16129.0,PA,4
96528,Phoenixville,phoenixville,us,"[40.1302778, -75.5152778]",40.1302778,-75.5152778,14660.0,PA,3
96527,West Norriton,west norriton,us,"[40.1294444, -75.3788889]",40.1294444,-75.3788889,14702.0,PA,3
88558,Westerville,westerville,us,"[40.1261111, -82.9291667]",40.1261111,-82.9291667,34226.0,OH,7
30976,Danville,danville,us,"[40.1244444, -87.63]",40.1244444,-87.63,32587.0,IL,7
96501,Norristown,norristown,us,"[40.1213889, -75.3402778]",40.1213889,-75.3402778,30735.0,PA,7
30928,Champaign,champaign,us,"[40.1163889, -88.2433333]",40.1163889,-88.2433333,75670.0,IL,16
120253,Spanish Fork,spanish fork,us,"[40.115, -111.6541667]",40.115,-111.6541667,24613.0,UT,5
30958,Urbana,urbana,us,"[40.1105556, -88.2072222]",40.1105556,-88.2072222,39511.0,IL,8
88678,Urbana,urbana,us,"[40.1083333, -83.7525]",40.1083333,-83.7525,11657.0,OH,3
34574,Anderson,anderson,us,"[40.1052778, -85.6802778]",40.1052778,-85.6802778,57496.0,IN,12
88657,Greenville,greenville,us,"[40.1027778, -84.6330556]",40.1027778,-84.6330556,13250.0,OH,3
96568,Bristol,bristol,us,"[40.1005556, -74.8522222]",40.1005556,-74.8522222,9854.0,PA,2
88556,Dublin,dublin,us,"[40.0991667, -83.1141667]",40.0991667,-83.1141667,35237.0,OH,8
78272,Lakewood,lakewood,us,"[40.0977778, -74.2180556]",40.0977778,-74.2180556,42120.0,NJ,9
88658,Worthington,worthington,us,"[40.0930556, -83.0180556]",40.0930556,-83.0180556,13199.0,OH,3
96515,King of Prussia,king of prussia,us,"[40.0891667, -75.3963889]",40.0891667,-75.3963889,18489.0,PA,4
96565,Croydon,croydon,us,"[40.0872222, -74.9038889]",40.0872222,-74.9038889,9967.0,PA,2
78313,Point Pleasant,point pleasant,us,"[40.0830556, -74.0686111]",40.0830556,-74.0686111,20156.0,NJ,5
78407,Burlington,burlington,us,"[40.0711111, -74.8652778]",40.0711111,-74.8652778,9847.0,NJ,2
134428,Wheeling,wheeling,us,"[40.0638889, -80.7211111]",40.0638889,-80.7211111,29388.0,WV,6
88544,Newark,newark,us,"[40.0580556, -82.4013889]",40.0580556,-82.4013889,46812.0,OH,10
14827,Erie,erie,us,"[40.0502778, -105.0494444]",40.0502778,-105.0494444,10403.0,CO,3
34616,Lebanon,lebanon,us,"[40.0483333, -86.4691667]",40.0483333,-86.4691667,14583.0,IN,3
34586,Noblesville,noblesville,us,"[40.0455556, -86.0086111]",40.0455556,-86.0086111,35840.0,IN,8
120265,Payson,payson,us,"[40.0444444, -111.7313889]",40.0444444,-111.7313889,15912.0,UT,4
34627,Westfield,westfield,us,"[40.0427778, -86.1275]",40.0427778,-86.1275,12570.0,IN,3
34615,Crawfordsville,crawfordsville,us,"[40.0411111, -86.8744444]",40.0411111,-86.8744444,15066.0,IN,4
88595,Troy,troy,us,"[40.0394444, -84.2033333]",40.0394444,-84.2033333,22336.0,OH,5
96491,Lancaster,lancaster,us,"[40.0377778, -76.3058333]",40.0377778,-76.3058333,54735.0,PA,11
96562,Columbia,columbia,us,"[40.0336111, -76.5047222]",40.0336111,-76.5047222,10121.0,PA,3
88578,Hilliard,hilliard,us,"[40.0333333, -83.1583333]",40.0333333,-83.1583333,26893.0,OH,6
88675,Cambridge,cambridge,us,"[40.0311111, -81.5886111]",40.0311111,-81.5886111,11699.0,OH,3
78414,Fort Dix,fort dix,us,"[40.0297222, -74.6188889]",40.0297222,-74.6188889,6868.0,NJ,2
78284,Willingboro,willingboro,us,"[40.0277778, -74.8694444]",40.0277778,-74.8694444,31668.0,NJ,7
88560,Gahanna,gahanna,us,"[40.0191667, -82.8794444]",40.0191667,-82.8794444,33127.0,OH,7
14789,Boulder,boulder,us,"[40.015, -105.27]",40.015,-105.27,91521.0,CO,19
96544,Ardmore,ardmore,us,"[40.0066667, -75.2858333]",40.0066667,-75.2858333,12554.0,PA,3
78344,Cinnaminson,cinnaminson,us,"[39.9966667, -74.9930556]",39.9966667,-74.9930556,14646.0,NJ,3
88645,Pataskala,pataskala,us,"[39.9955556, -82.6744444]",39.9955556,-82.6744444,13888.0,OH,3
88565,Upper Arlington,upper arlington,us,"[39.9944444, -83.0625]",39.9944444,-83.0625,31474.0,OH,7
14806,Lafayette,lafayette,us,"[39.9936111, -105.0891667]",39.9936111,-105.0891667,23716.0,CO,5
78395,Mount Holly,mount holly,us,"[39.9927778, -74.7880556]",39.9927778,-74.7880556,10804.0,NJ,3
14804,Brighton,brighton,us,"[39.9852778, -104.82]",39.9852778,-104.82,29328.0,CO,6
96551,Coatesville,coatesville,us,"[39.9830556, -75.8241667]",39.9830556,-75.8241667,11430.0,PA,3
96554,Broomall,broomall,us,"[39.9813889, -75.3569444]",39.9813889,-75.3569444,11058.0,PA,3
34579,Carmel,carmel,us,"[39.9783333, -86.1180556]",39.9783333,-86.1180556,47219.0,IN,10
14810,Louisville,louisville,us,"[39.9777778, -105.1313889]",39.9777778,-105.1313889,17965.0,CO,4
88668,Bexley,bexley,us,"[39.9688889, -82.9377778]",39.9688889,-82.9377778,12244.0,OH,3
88617,Whitehall,whitehall,us,"[39.9666667, -82.8855556]",39.9666667,-82.8855556,18173.0,OH,4
96497,York,york,us,"[39.9625, -76.7280556]",39.9625,-76.7280556,39587.0,PA,8
88523,Columbus,columbus,us,"[39.9611111, -82.9988889]",39.9611111,-82.9988889,736836.0,OH,148
96519,West Chester,west chester,us,"[39.9605556, -75.6058333]",39.9605556,-75.6058333,17545.0,PA,4
88699,Tipp City,tipp city,us,"[39.9583333, -84.1722222]",39.9583333,-84.1722222,9380.0,OH,2
78282,Pennsauken,pennsauken,us,"[39.9561111, -75.0583333]",39.9561111,-75.0583333,36332.0,NJ,8
34576,Fishers,fishers,us,"[39.9555556, -86.0138889]",39.9555556,-86.0138889,54829.0,IN,11
88703,Lincoln Village,lincoln village,us,"[39.9547222, -83.1308333]",39.9547222,-83.1308333,9173.0,OH,2
88559,Reynoldsburg,reynoldsburg,us,"[39.9547222, -82.8122222]",39.9547222,-82.8122222,33237.0,OH,7
78248,Toms River,toms river,us,"[39.9536111, -74.1983333]",39.9536111,-74.1983333,119088.0,NJ,24
14824,Superior,superior,us,"[39.9527778, -105.1680556]",39.9527778,-105.1680556,11186.0,CO,3
78316,Maple Shade,maple shade,us,"[39.9525, -74.9927778]",39.9525,-74.9927778,19077.0,NJ,4
96484,Philadelphia,philadelphia,us,"[39.9522222, -75.1641667]",39.9522222,-75.1641667,1453268.0,PA,291
34633,Zionsville,zionsville,us,"[39.9508333, -86.2619444]",39.9508333,-86.2619444,11170.0,IN,3
96503,Drexel Hill,drexel hill,us,"[39.9469444, -75.2925]",39.9469444,-75.2925,29075.0,PA,6
88583,Zanesville,zanesville,us,"[39.9402778, -82.0133333]",39.9402778,-82.0133333,24976.0,OH,5
96550,Yeadon,yeadon,us,"[39.9388889, -75.2558333]",39.9388889,-75.2558333,11469.0,PA,3
78393,Beachwood,beachwood,us,"[39.9388889, -74.1933333]",39.9388889,-74.1933333,10899.0,NJ,3
96557,Lansdowne,lansdowne,us,"[39.9380556, -75.2722222]",39.9380556,-75.2722222,10736.0,PA,3
96518,Chambersburg,chambersburg,us,"[39.9375, -77.6613889]",39.9375,-77.6613889,17884.0,PA,4
30957,Quincy,quincy,us,"[39.9355556, -91.4097222]",39.9355556,-91.4097222,39731.0,IL,8
78253,Cherry Hill,cherry hill,us,"[39.9347222, -75.0311111]",39.9347222,-75.0311111,70475.0,NJ,15
96509,Springfield,springfield,us,"[39.9305556, -75.3205556]",39.9305556,-75.3205556,23363.0,PA,5
34605,New Castle,new castle,us,"[39.9288889, -85.3702778]",39.9288889,-85.3702778,18812.0,IN,4
78251,Camden,camden,us,"[39.9258333, -75.12]",39.9258333,-75.12,80412.0,NJ,17
88533,Springfield,springfield,us,"[39.9241667, -83.8088889]",39.9241667,-83.8088889,64325.0,OH,13
14794,Broomfield,broomfield,us,"[39.9205556, -105.0861111]",39.9205556,-105.0861111,44692.0,CO,9
134440,Moundsville,moundsville,us,"[39.9202778, -80.7433333]",39.9202778,-80.7433333,9638.0,WV,2
96564,Darby,darby,us,"[39.9183333, -75.2594444]",39.9183333,-75.2594444,10021.0,PA,3
78352,Collingswood,collingswood,us,"[39.9180556, -75.0716667]",39.9180556,-75.0716667,14125.0,NJ,3
88704,Blacklick Estates,blacklick estates,us,"[39.905, -82.8644444]",39.905,-82.8644444,9172.0,OH,2
96547,Uniontown,uniontown,us,"[39.9, -79.7166667]",39.9,-79.7166667,11878.0,PA,3
78386,Gloucester City,gloucester city,us,"[39.8916667, -75.1166667]",39.8916667,-75.1166667,11377.0,NJ,3
78378,Haddonfield,haddonfield,us,"[39.8913889, -75.0380556]",39.8913889,-75.0380556,11568.0,NJ,3
78402,Marlton,marlton,us,"[39.8911111, -74.9222222]",39.8911111,-74.9222222,10307.0,NJ,3
78412,Audubon,audubon,us,"[39.8908333, -75.0733333]",39.8908333,-75.0733333,9069.0,NJ,2
88642,Vandalia,vandalia,us,"[39.8905556, -84.1988889]",39.8905556,-84.1988889,14478.0,OH,3
14801,Northglenn,northglenn,us,"[39.8855556, -104.9866667]",39.8855556,-104.9866667,32656.0,CO,7
88639,Pickerington,pickerington,us,"[39.8841667, -82.7536111]",39.8841667,-82.7536111,15408.0,OH,4
88569,Grove City,grove city,us,"[39.8813889, -83.0930556]",39.8813889,-83.0930556,30035.0,OH,7
88665,Englewood,englewood,us,"[39.8775, -84.3022222]",39.8775,-84.3022222,12593.0,OH,3
96566,Woodlyn,woodlyn,us,"[39.8722222, -75.3375]",39.8722222,-75.3375,9944.0,PA,2
14783,Thornton,thornton,us,"[39.8680556, -104.9713889]",39.8680556,-104.9713889,104658.0,CO,21
78388,Bellmawr,bellmawr,us,"[39.8675, -75.095]",39.8675,-75.095,11234.0,NJ,3
88660,Clayton,clayton,us,"[39.8630556, -84.3605556]",39.8630556,-84.3605556,13133.0,OH,3
14823,Federal Heights,federal heights,us,"[39.8513889, -104.9980556]",39.8513889,-104.9980556,11551.0,CO,3
96498,Chester,chester,us,"[39.8494444, -75.3561111]",39.8494444,-75.3561111,36938.0,PA,8
88551,Huber Heights,huber heights,us,"[39.8438889, -84.1247222]",39.8438889,-84.1247222,38391.0,OH,8
34607,Brownsburg,brownsburg,us,"[39.8433333, -86.3977778]",39.8433333,-86.3977778,18528.0,IN,4
30927,Decatur,decatur,us,"[39.8402778, -88.9547222]",39.8402778,-88.9547222,77868.0,IL,16
34581,Lawrence,lawrence,us,"[39.8386111, -86.0252778]",39.8386111,-86.0252778,41821.0,IN,9
78400,Woodbury,woodbury,us,"[39.8380556, -75.1530556]",39.8380556,-75.1530556,10462.0,NJ,3
14812,Sherrelwood,sherrelwood,us,"[39.8377778, -105.0008333]",39.8377778,-105.0008333,17556.0,CO,4
14785,Westminster,westminster,us,"[39.8366667, -105.0366667]",39.8366667,-105.0366667,104037.0,CO,21
14820,Welby,welby,us,"[39.8366667, -104.9586111]",39.8366667,-104.9586111,14031.0,CO,3
34584,Richmond,richmond,us,"[39.8288889, -84.8902778]",39.8288889,-84.8902778,37631.0,IN,8
78328,Lindenwold,lindenwold,us,"[39.8241667, -74.9980556]",39.8241667,-74.9980556,17320.0,NJ,4
88562,Fairborn,fairborn,us,"[39.8208333, -84.0194444]",39.8208333,-84.0194444,32586.0,OH,7
9741,Magalia,magalia,us,"[39.8122222, -121.5772222]",39.8122222,-121.5772222,11577.0,CA,3
14803,Commerce City,commerce city,us,"[39.8083333, -104.9333333]",39.8083333,-104.9333333,30707.0,CO,7
14786,Arvada,arvada,us,"[39.8027778, -105.0869444]",39.8027778,-105.0869444,101732.0,CO,21
34626,Speedway,speedway,us,"[39.8022222, -86.2672222]",39.8022222,-86.2672222,12642.0,IN,3
30922,Springfield,springfield,us,"[39.8016667, -89.6436111]",39.8016667,-89.6436111,115975.0,IL,24
17403,Claymont,claymont,us,"[39.8005556, -75.46]",39.8005556,-75.46,8925.0,DE,2
96525,Hanover,hanover,us,"[39.8005556, -76.9833333]",39.8005556,-76.9833333,15036.0,PA,4
88576,Trotwood,trotwood,us,"[39.7972222, -84.3113889]",39.7972222,-84.3113889,27197.0,OH,6
34613,Greenfield,greenfield,us,"[39.785, -85.7694444]",39.785,-85.7694444,16257.0,IN,4
78387,Pine Hill,pine hill,us,"[39.7841667, -74.9925]",39.7841667,-74.9925,11306.0,NJ,3
88591,Riverside,riverside,us,"[39.7797222, -84.1241667]",39.7797222,-84.1241667,22518.0,OH,5
62776,Saint Joseph,saint joseph,us,"[39.7686111, -94.8463889]",39.7686111,-94.8463889,71745.0,MO,15
34565,Indianapolis,indianapolis,us,"[39.7683333, -86.1580556]",39.7683333,-86.1580556,773283.0,IN,155
14802,Wheat Ridge,wheat ridge,us,"[39.7661111, -105.0766667]",39.7661111,-105.0766667,30978.0,CO,7
9601,Paradise,paradise,us,"[39.7597222, -121.6208333]",39.7597222,-121.6208333,26949.0,CA,6
88528,Dayton,dayton,us,"[39.7588889, -84.1916667]",39.7588889,-84.1916667,159134.0,OH,32
96570,Waynesboro,waynesboro,us,"[39.7558333, -77.5780556]",39.7558333,-77.5780556,9651.0,PA,2
14811,Golden,golden,us,"[39.7555556, -105.2205556]",39.7555556,-105.2205556,17887.0,CO,4
17409,Edgemoor,edgemoor,us,"[39.75, -75.5]",39.75,-75.5,6036.0,DE,2
14836,Applewood,applewood,us,"[39.7472222, -105.1622222]",39.7472222,-105.1622222,7533.0,CO,2
17398,Wilmington,wilmington,us,"[39.7458333, -75.5469444]",39.7458333,-75.5469444,71356.0,DE,15
14778,Denver,denver,us,"[39.7391667, -104.9841667]",39.7391667,-104.9841667,555981.0,CO,112
17410,Elsmere,elsmere,us,"[39.7391667, -75.5983333]",39.7391667,-75.5983333,5713.0,DE,2
31039,Jacksonville,jacksonville,us,"[39.7338889, -90.2288889]",39.7338889,-90.2288889,19479.0,IL,4
78411,Pitman,pitman,us,"[39.7327778, -75.1319444]",39.7327778,-75.1319444,9257.0,NJ,2
17401,Pike Creek,pike creek,us,"[39.7308333, -75.7044444]",39.7308333,-75.7044444,25752.0,DE,6
14780,Aurora,aurora,us,"[39.7294444, -104.8313889]",39.7294444,-104.8313889,299780.0,CO,60
9444,Chico,chico,us,"[39.7286111, -121.8363889]",39.7286111,-121.8363889,70565.0,CA,15
34618,Beech Grove,beech grove,us,"[39.7219444, -86.09]",39.7219444,-86.09,14169.0,IN,3
88554,Lancaster,lancaster,us,"[39.7136111, -82.5994444]",39.7136111,-82.5994444,35883.0,OH,8
88548,Beavercreek,beavercreek,us,"[39.7091667, -84.0633333]",39.7091667,-84.0633333,40788.0,OH,9
62807,Hannibal,hannibal,us,"[39.7083333, -91.3583333]",39.7083333,-91.3583333,17568.0,MO,4
14781,Lakewood,lakewood,us,"[39.7047222, -105.0808333]",39.7047222,-105.0808333,140772.0,CO,29
34599,Plainfield,plainfield,us,"[39.7041667, -86.3994444]",39.7041667,-86.3994444,23135.0,IN,5
78315,Glassboro,glassboro,us,"[39.7027778, -75.1122222]",39.7027778,-75.1122222,19166.0,NJ,4
88535,Kettering,kettering,us,"[39.6894444, -84.1688889]",39.6894444,-84.1688889,55880.0,OH,12
17404,Wilmington Manor,wilmington manor,us,"[39.6866667, -75.5847222]",39.6866667,-75.5847222,8091.0,DE,2
78370,Williamstown,williamstown,us,"[39.6861111, -74.9955556]",39.6861111,-74.9955556,12310.0,NJ,3
88587,Xenia,xenia,us,"[39.6847222, -83.9297222]",39.6847222,-83.9297222,23351.0,OH,5
17400,Newark,newark,us,"[39.6836111, -75.75]",39.6836111,-75.75,30238.0,DE,7
31126,Chatham,chatham,us,"[39.6761111, -89.7044444]",39.6761111,-89.7044444,9837.0,IL,2
88654,West Carrollton City,west carrollton city,us,"[39.6722222, -84.2522222]",39.6722222,-84.2522222,13297.0,OH,3
17402,Brookside,brookside,us,"[39.6669444, -75.7272222]",39.6669444,-75.7272222,14519.0,DE,3
17412,New Castle,new castle,us,"[39.6619444, -75.5666667]",39.6619444,-75.5666667,4718.0,DE,1
78383,Pennsville,pennsville,us,"[39.6533333, -75.5169444]",39.6533333,-75.5169444,11438.0,NJ,3
48746,Cumberland,cumberland,us,"[39.6527778, -78.7627778]",39.6527778,-78.7627778,20347.0,MD,5
14800,Englewood,englewood,us,"[39.6477778, -104.9872222]",39.6477778,-104.9872222,32860.0,CO,7
34638,Greencastle,greencastle,us,"[39.6444444, -86.8647222]",39.6444444,-86.8647222,10092.0,IN,3
88607,Miamisburg,miamisburg,us,"[39.6427778, -84.2866667]",39.6427778,-84.2866667,20031.0,OH,5
48710,Hagerstown,hagerstown,us,"[39.6416667, -77.7202778]",39.6416667,-77.7202778,37313.0,MD,8
34617,Connersville,connersville,us,"[39.6411111, -85.1411111]",39.6411111,-85.1411111,14436.0,IN,3
78360,Hammonton,hammonton,us,"[39.6363889, -74.8027778]",39.6363889,-74.8027778,13261.0,NJ,3
134429,Morgantown,morgantown,us,"[39.6294444, -79.9561111]",39.6294444,-79.9561111,28957.0,WV,6
88588,Centerville,centerville,us,"[39.6283333, -84.1594444]",39.6283333,-84.1594444,23222.0,OH,5
14821,Greenwood Village,greenwood village,us,"[39.6172222, -104.9502778]",39.6172222,-104.9502778,13338.0,CO,3
34582,Greenwood,greenwood,us,"[39.6136111, -86.1066667]",39.6136111,-86.1066667,41244.0,IN,9
