,zip_code,y-2016,lat,lon,major_city,radius_in_miles,state
13587,42157,447,36.78,-85.82,Mount Hermon,4,KY
13588,42159,998,37,-86.2,Oakland,9,KY
13589,42160,1708,37.1,-86.1,Park City,8,KY
13590,42163,150,37.08,-86.14,Rocky Hill,0.909090909,KY
13591,42164,16440,36.8,-86.2,Scottsville,15,KY
13592,42166,2922,36.9,-85.7,Summer Shade,8,KY
13593,42167,7804,36.7,-85.7,Tompkinsville,16,KY
13594,42170,1482,36.9,-86.6,Woodburn,7,KY
13595,42171,7204,37,-86.2,Smiths Grove,11,KY
13596,42202,2062,36.7,-86.9,Adairville,8,KY
13597,42204,485,36.71,-87.07,Allensville,6,KY
13598,42206,5958,36.9,-86.7,Auburn,10,KY
13599,42207,1307,37.3,-86.28,Bee Spring,4,KY
13600,42210,3777,37.2,-86.3,Brownsville,12,KY
13601,42211,13062,36.8,-87.9,Cadiz,17,KY
13602,42214,557,37.13,-85.7,Center,5,KY
13603,42215,1237,37.01,-87.69,Cerulean,7,KY
13604,42217,3423,37,-87.5,Crofton,11,KY
13605,42220,7110,36.9,-87.2,Elkton,15,KY
13606,42223,20733,36.64,-87.52,Fort Campbell,6,KY
13607,42232,736,36.9,-87.7,Gracey,7,KY
13608,42234,2739,36.72,-87.19,Guthrie,7,KY
13609,42236,938,36.7,-87.6,Herndon,7,KY
13610,42240,43268,36.9,-87.5,Hopkinsville,17,KY
13611,42254,242,36.67,-87.67,La Fayette,3,KY
13612,42256,4562,37,-86.9,Lewisburg,14,KY
13613,42259,1209,37.2,-86.2,Mammoth Cave,8,KY
13614,42261,10852,37.2,-86.7,Morgantown,17,KY
13615,42262,8707,36.69,-87.44,Oak Grove,7,KY
13616,42265,825,36.7,-87,Olmstead,7,KY
13617,42266,2217,36.8,-87.4,Pembroke,9,KY
13618,42273,543,37.2,-86.85,Rochester,5,KY
13619,42274,2453,36.96,-86.59,Rockfield,7,KY
13620,42275,681,37.22,-86.45,Roundhill,6,KY
13621,42276,14443,36.9,-86.9,Russellville,15,KY
13622,42280,302,36.96,-87.11,Sharon Grove,5,KY
13623,42285,483,37.27,-86.29,Sweeden,3,KY
13624,42286,1210,36.7,-87.3,Trenton,9,KY
13625,42301,42728,37.8,-87.3,Owensboro,12,KY
13626,42303,40585,37.8,-87,Owensboro,7,KY
13627,42320,8616,37.4,-86.9,Beaver Dam,13,KY
13628,42321,268,37.18,-87.06,Beech Creek,2,KY
13629,42322,12,37.6,-87.3,Beech Grove,14,KY
13630,42323,1007,37.18,-87.04,Beechmont,2,KY
13631,42324,960,37.14,-87,Belton,6,KY
13632,42325,2438,37.33,-87.29,Bremen,6,KY
13633,42326,613,37.22,-87.02,Browder,3,KY
13634,42327,4027,37.6,-87.3,Calhoun,15,KY
13635,42328,1503,37.4,-87,Centertown,7,KY
13636,42330,9254,37.3,-87.1,Central City,9,KY
13637,42332,91,37.253,-87.094,Cleaton,0.113636364,KY
13638,42333,1243,37.38,-86.76,Cromwell,6,KY
13639,42337,2048,37.2,-87,Drakesboro,8,KY
13640,42338,71,37.56,-86.75,Dundee,1,KY
13641,42339,832,37.12,-86.96,Dunmor,6,KY
13642,42343,1643,37.6,-86.7,Fordsville,8,KY
13643,42344,1333,37.26,-87.3,Graham,6,KY
13644,42345,10684,37.2,-87.2,Greenville,11,KY
13645,42347,6308,37.5,-86.9,Hartford,11,KY
13646,42348,5371,37.8,-86.8,Hawesville,10,KY
13647,42349,1184,37.4,-86.7,Horse Branch,8,KY
13648,42350,1362,37.45,-87.19,Island,6,KY
13649,42351,3718,37.9,-86.9,Lewisport,8,KY
13650,42352,2218,37.51,-87.08,Livermore,5,KY
13651,42354,275,37.38,-86.94,Mc Henry,2,KY
13652,42355,2049,37.86,-86.98,Maceo,5,KY
13653,42356,98,37.8,-87.3,Maple Mount,12,KY
13654,42361,512,37.5,-86.7,Olaton,7,KY
13655,42366,5613,37.7,-86.9,Philpot,10,KY
13656,42367,653,37.24,-87.16,Powderly,1,KY
13657,42368,1229,37.71,-86.74,Reynolds Station,7,KY
13658,42369,242,37.35,-87.01,Rockport,2,KY
13659,42370,0,37.449,-86.741,Rosine,0.113636364,KY
13660,42371,487,37.5,-87.27,Rumsey,6,KY
13661,42372,1603,37.4,-87.28,Sacramento,6,KY
13662,42374,366,37.3,-87.1,South Carrollton,10,KY
13663,42376,6220,37.6,-87.1,Utica,11,KY
13664,42378,2958,37.7,-86.9,Whitesville,7,KY
13665,42404,2570,37.5,-87.8,Clay,8,KY
13666,42406,3402,37.8,-87.8,Corydon,12,KY
13667,42408,6418,37.2,-87.7,Dawson Springs,12,KY
13668,42409,2807,37.5,-87.7,Dixon,9,KY
13669,42410,1462,37.28,-87.52,Earlington,2,KY
13670,42411,1448,37.2,-88,Fredonia,10,KY
13671,42413,3487,37.45,-87.45,Hanson,7,KY
13672,42420,38618,37.8,-87.5,Henderson,17,KY
13673,42431,26569,37.3,-87.5,Madisonville,12,KY
13674,42436,1000,37.42,-87.57,Manitou,5,KY
13675,42437,8866,37.7,-87.9,Morganfield,15,KY
13676,42440,952,37.3,-87.5,Mortons Gap,12,KY
13677,42441,1625,37.4,-87.7,Nebo,9,KY
13678,42442,2873,37.17,-87.49,Nortonville,7,KY
13679,42445,11279,37.2,-87.9,Princeton,19,KY
13680,42450,3994,37.4,-87.8,Providence,8,KY
13681,42451,736,37.87,-87.4,Reed,7,KY
13682,42452,2375,37.7,-87.5,Robards,8,KY
13683,42453,504,37.16,-87.61,Saint Charles,5,KY
13684,42455,3131,37.6,-87.5,Sebree,11,KY
13685,42456,1334,37.5,-87.5,Slaughters,10,KY
13686,42458,1128,37.86,-87.42,Spottsville,4,KY
13687,42459,4269,37.6,-88,Sturgis,12,KY
13688,42461,1057,37.8,-87.9,Uniontown,7,KY
13689,42462,1166,37.8,-87.8,Waverly,9,KY
13690,42463,83,37.489,-87.862,Wheatcroft,0.511363636,KY
13691,42464,1980,37.2,-87.4,White Plains,9,KY
13692,42501,18003,37.1,-84.5,Somerset,12,KY
13693,42503,23257,37.1,-84.6,Somerset,15,KY
13694,42516,419,37.22,-84.79,Bethelridge,4,KY
13695,42518,2541,36.9,-84.6,Bronston,9,KY
13696,42519,3228,36.9,-84.5,Burnside,7,KY
13697,42528,1536,37.2,-85,Dunnville,7,KY
13698,42533,823,37.07,-84.59,Ferguson,1,KY
13699,42539,10031,37.3,-85,Liberty,13,KY
13700,42541,629,37.37,-84.8,Middleburg,5,KY
13701,42544,5633,37,-84.8,Nancy,12,KY
13702,42553,4956,37.2,-84.7,Science Hill,10,KY
13703,42565,433,37.15,-84.88,Windsor,5,KY
13704,42566,506,37.28,-84.77,Yosemite,4,KY
13705,42567,6491,37.3,-84.6,Eubank,9,KY
13706,42602,10149,36.8,-85.1,Albany,12,KY
13707,42603,13,36.767,-85.009,Alpha,0.113636364,KY
13708,42629,5402,36.9,-85.1,Jamestown,10,KY
13709,42631,67,36.8,-84.5,Marshes Siding,10,KY
13710,42633,19873,36.8,-84.8,Monticello,16,KY
13711,42634,1473,36.9,-84.4,Parkers Lake,9,KY
13712,42635,4810,36.68,-84.39,Pine Knot,4,KY
13713,42638,190,36.691,-84.472,Revelo,0.625,KY
13714,42642,12230,37.1,-85.1,Russell Springs,12,KY
13715,42647,3675,36.7,-84.6,Stearns,12,KY
13716,42649,2915,36.6,-84.4,Strunk,10,KY
13717,42653,4371,36.8,-84.5,Whitley City,9,KY
13718,42701,50533,37.7,-85.9,Elizabethtown,13,KY
13719,42712,1558,37.6,-86.2,Big Clifty,9,KY
13720,42713,1821,37.37,-85.88,Bonnieville,6,KY
13721,42715,328,36.95,-85.39,Breeding,5,KY
13722,42716,1510,37.46,-85.65,Buffalo,6,KY
13723,42717,6747,36.8,-85.4,Burkesville,15,KY
13724,42718,25107,37.4,-85.4,Campbellsville,15,KY
13725,42721,3522,37.4,-86.5,Caneyville,12,KY
13726,42722,472,37.27,-85.72,Canmer,4,KY
13727,42724,4737,37.7,-86.1,Cecilia,11,KY
13728,42726,5125,37.4,-86.1,Clarkson,9,KY
13729,42728,16528,37.1,-85.3,Columbia,17,KY
13730,42729,1661,37.31,-86.11,Cub Run,7,KY
13731,42731,64,36.87,-85.56,Dubre,5,KY
13732,42732,1815,37.6,-86.1,Eastview,8,KY
13733,42733,1167,37.3,-85.2,Elk Horn,9,KY
13734,42740,1672,37.59,-85.94,Glendale,6,KY
13735,42741,616,36.98,-85.26,Glens Fork,4,KY
13736,42743,9393,37.3,-85.5,Greensburg,12,KY
13737,42746,1928,37.22,-85.72,Hardyville,7,KY
13738,42748,8777,37.6,-85.7,Hodgenville,11,KY
13739,42749,5238,37.2,-85.9,Horse Cave,11,KY
13740,42753,763,37.23,-85.17,Knifley,5,KY
13741,42754,15830,37.5,-86.3,Leitchfield,14,KY
13742,42757,2939,37.4,-85.7,Magnolia,9,KY
13743,42758,63,37.372,-85.1966,Mannsville,0.056818182,KY
13744,42762,356,37.43,-86.4,Millwood,2,KY
13745,42764,512,37.44,-85.62,Mount Sherman,5,KY
13746,42765,5965,37.3,-85.9,Munfordville,11,KY
13747,42776,3328,37.5,-85.9,Sonora,10,KY
13748,42782,945,37.36,-85.63,Summersville,6,KY
13749,42784,2410,37.5,-85.9,Upton,9,KY
13750,42788,237,37.53,-86.04,White Mills,3,KY
13751,43001,2930,40.09,-82.6,Alexandria,5,OH
13752,43002,2858,40.074,-83.18,Amlin,0.284090909,OH
13753,43003,2875,40.41,-82.97,Ashley,6,OH
13754,43004,25473,40.02,-82.8,Blacklick,3,OH
13755,43005,111,40.288,-82.281,Bladensburg,0.454545455,OH
13756,43006,611,40.46,-82.14,Brinkhaven,4,OH
13757,43008,2506,39.929,-82.49,Buckeye Lake,0.227272727,OH
13758,43009,2161,40.2,-83.6,Cable,7,OH
13759,43010,390,39.997,-83.621,Catawba,0.284090909,OH
13760,43011,8209,40.3,-82.7,Centerburg,9,OH
13761,43013,1004,40.24,-82.69,Croton,5,OH
13762,43014,3531,40.5,-82.3,Danville,9,OH
13763,43015,52834,40.3,-83.1,Delaware,12,OH
13764,43016,34750,40.1,-83.14,Dublin,5,OH
13765,43017,40449,40.12,-83.14,Dublin,5,OH
13766,43019,8963,40.5,-82.6,Fredericktown,11,OH
13767,43021,12369,40.21,-82.87,Galena,7,OH
13768,43022,4429,40.34,-82.35,Gambier,7,OH
13769,43023,13201,40.1,-82.5,Granville,8,OH
13770,43025,5366,39.97,-82.52,Hebron,6,OH
13771,43026,60290,40.02,-83.18,Hilliard,5,OH
13772,43028,8023,40.4,-82.3,Howard,11,OH
13773,43029,710,40.11,-83.45,Irwin,4,OH
13774,43030,0,39.959,-82.417,Jacksontown,0.113636364,OH
13775,43031,12675,40.2,-82.7,Johnstown,9,OH
13776,43032,137,40.3296,-82.9579,Kilbourne,0.056818182,OH
13777,43033,368,39.96,-82.6,Kirkersville,0.795454545,OH
13778,43035,26421,40.19,-83,Lewis Center,5,OH
13779,43036,252,40.353,-83.262,Magnetic Springs,0.284090909,OH
13780,43037,312,40.28,-82.32,Martinsburg,2,OH
13781,43040,33103,40.3,-83.4,Marysville,12,OH
13782,43044,5111,40.1,-83.6,Mechanicsburg,8,OH
13783,43045,1653,40.17,-83.45,Milford Center,5,OH
13784,43046,3870,39.9,-82.55,Millersport,6,OH
13785,43050,28031,40.4,-82.5,Mount Vernon,11,OH
13786,43054,24191,40.09,-82.81,New Albany,4,OH
13787,43055,61931,40.1,-82.4,Newark,12,OH
13788,43056,18173,40,-82.4,Heath,11,OH
13789,43060,2618,40.21,-83.58,North Lewisburg,4,OH
13790,43061,4265,40.3,-83.2,Ostrander,8,OH
13791,43062,28526,40,-82.7,Pataskala,8,OH
13792,43064,14009,40.1,-83.3,Plain City,9,OH
13793,43065,40957,40.17,-83.1,Powell,6,OH
13794,43066,1369,40.4,-83.16,Radnor,6,OH
13795,43067,1361,40.35,-83.47,Raymond,6,OH
13796,43068,54128,39.95,-82.77,Reynoldsburg,4,OH
13797,43070,160,40.218,-83.959,Rosewood,0.227272727,OH
13798,43071,1954,40.19,-82.37,Saint Louisville,6,OH
13799,43072,5778,40.1,-84,Saint Paris,8,OH
13800,43074,12386,40.3,-82.8,Sunbury,8,OH
13801,43076,8481,39.9,-82.4,Thornville,8,OH
13802,43077,361,40.138,-83.34,Unionville Center,0.227272727,OH
13803,43078,20375,40.1,-83.8,Urbana,10,OH
13804,43080,5577,40.2,-82.4,Utica,12,OH
13805,43081,58780,40.1,-82.9,Westerville,8,OH
13806,43082,31821,40.16,-82.87,Westerville,7,OH
13807,43084,728,40.15,-83.54,Woodstock,5,OH
13808,43085,25254,40.1,-83.01,Columbus,3,OH
13809,43101,289,39.466,-82.745,Adelphi,0.397727273,OH
13810,43102,4856,39.6,-82.8,Amanda,9,OH
13811,43103,11440,39.7,-82.9,Ashville,9,OH
13812,43105,8125,39.87,-82.61,Baltimore,6,OH
13813,43106,1633,39.64,-83.41,Bloomingburg,6,OH
13814,43107,3767,39.69,-82.41,Bremen,5,OH
13815,43109,119,39.915,-82.832,Brice,0.227272727,OH
13816,43110,37322,39.8,-82.8,Canal Winchester,8,OH
13817,43111,350,39.502,-82.243,Carbon Hill,0.227272727,OH
13818,43112,4529,39.8,-82.72,Carroll,5,OH
13819,43113,24162,39.6,-82.9,Circleville,12,OH
13820,43115,1451,39.5,-83.2,Clarksburg,9,OH
13821,43116,1746,39.766,-83.067,Commercial Point,0.284090909,OH
13822,43117,172,39.8,-83.1,Derby,8,OH
13823,43119,28100,39.94,-83.21,Galloway,5,OH
13824,43123,62094,39.9,-83.1,Grove City,9,OH
13825,43125,13625,39.84,-82.89,Groveport,5,OH
13826,43126,457,39.811,-83.171,Harrisburg,0.284090909,OH
13827,43127,113,39.48,-82.32,Haydenville,0.795454545,OH
13828,43128,2388,39.66,-83.57,Jeffersonville,6,OH
13829,43130,59900,39.7,-82.6,Lancaster,12,OH
13830,43135,4120,39.5,-82.7,Laurelville,9,OH
13831,43136,557,39.81,-82.81,Lithopolis,0.852272727,OH
13832,43137,1892,39.81,-82.98,Lockbourne,5,OH
13833,43138,18350,39.5,-82.4,Logan,13,OH
13834,43140,24390,39.9,-83.4,London,16,OH
13835,43142,140,39.594,-83.588,Milledgeville,0.397727273,OH
13836,43143,5262,39.7,-83.3,Mount Sterling,10,OH
13837,43144,350,39.509,-82.169,Murray City,0.568181818,OH
13838,43145,1858,39.56,-83.25,New Holland,6,OH
13839,43146,12326,39.8,-83.1,Orient,8,OH
13840,43147,39576,39.89,-82.75,Pickerington,5,OH
13841,43148,2517,39.83,-82.51,Pleasantville,5,OH
13842,43149,2735,39.5,-82.6,Rockbridge,7,OH
13843,43150,2005,39.77,-82.41,Rushville,5,OH
13844,43151,283,39.733,-83.476,Sedalia,0.454545455,OH
13845,43152,780,39.4,-82.6,South Bloomingville,7,OH
13846,43153,769,39.7,-83.6,South Solon,9,OH
13847,43154,3075,39.61,-82.83,Stoutsville,5,OH
13848,43155,2544,39.63,-82.54,Sugar Grove,6,OH
13849,43156,193,39.556,-82.776,Tarlton,0.284090909,OH
13850,43157,473,39.843,-82.546,Thurston,0.511363636,OH
13851,43158,227,39.5,-82.4,Union Furnace,12,OH
13852,43160,22171,39.5,-83.4,Washington Court House,14,OH
13853,43162,6945,39.94,-83.31,West Jefferson,7,OH
13854,43164,2019,39.6,-83.1,Williamsport,10,OH
13855,43201,30195,39.99,-83,Columbus,2,OH
13856,43202,21730,40.02,-83.02,Columbus,1,OH
13857,43203,7602,39.97,-82.97,Columbus,1,OH
13858,43204,40957,39.96,-83.09,Columbus,4,OH
13859,43205,12605,39.96,-82.96,Columbus,1,OH
13860,43206,21894,39.94,-82.97,Columbus,2,OH
13861,43207,47592,39.88,-82.96,Columbus,5,OH
13862,43209,28412,39.95,-82.93,Columbus,3,OH
13863,43210,11789,40.01,-83.02,Columbus,1,OH
13864,43211,21929,40.01,-82.97,Columbus,2,OH
13865,43212,19436,39.99,-83.04,Columbus,2,OH
13866,43213,32469,39.97,-82.87,Columbus,4,OH
13867,43214,26300,40.05,-83.02,Columbus,3,OH
13868,43215,13807,39.97,-83.03,Columbus,3,OH
13869,43217,2501,39.82,-82.93,Columbus,2,OH
13870,43219,29237,40.01,-82.92,Columbus,4,OH
13871,43220,26995,40.05,-83.07,Columbus,2,OH
13872,43221,32313,40.03,-83.08,Columbus,4,OH
13873,43222,4020,39.96,-83.04,Columbus,1,OH
13874,43223,25159,39.93,-83.05,Columbus,3,OH
13875,43224,41462,40.04,-82.96,Columbus,3,OH
13876,43227,23431,39.94,-82.89,Columbus,2,OH
13877,43228,54999,39.96,-83.14,Columbus,6,OH
13878,43229,50964,40.08,-82.98,Columbus,2,OH
13879,43230,56634,40.03,-82.87,Columbus,4,OH
13880,43231,20469,40.08,-82.94,Columbus,2,OH
13881,43232,43448,39.92,-82.88,Columbus,3,OH
13882,43235,42314,40.1,-83.06,Columbus,4,OH
13883,43240,4054,40.15,-82.98,Columbus,2,OH
13884,43302,53632,40.6,-83.1,Marion,13,OH
13885,43310,3117,40.5,-83.8,Belle Center,9,OH
13886,43311,19108,40.4,-83.7,Bellefontaine,10,OH
13887,43314,3279,40.7,-83,Caledonia,9,OH
13888,43315,6999,40.5,-82.8,Cardington,11,OH
13889,43316,5963,41,-83.4,Carey,8,OH
13890,43317,149,40.479,-82.682,Chesterville,0.227272727,OH
13891,43318,4406,40.3,-83.9,De Graff,10,OH
13892,43319,854,40.31,-83.6,East Liberty,5,OH
13893,43320,1940,40.59,-82.9,Edison,5,OH
13894,43321,224,40.463,-82.829,Fulton,0.511363636,OH
13895,43322,349,40.532,-83.21,Green Camp,0.227272727,OH
13896,43323,685,40.7,-83.3,Harpster,8,OH
13897,43324,2861,40.44,-83.8,Huntsville,5,OH
13898,43326,13353,40.6,-83.6,Kenton,14,OH
13899,43330,120,40.813,-83.419,Kirby,0.454545455,OH
13900,43331,4475,40.52,-83.92,Lakeview,5,OH
13901,43332,1680,40.6,-83.4,La Rue,9,OH
13902,43333,593,40.44,-83.93,Lewistown,5,OH
13903,43334,6921,40.4,-82.8,Marengo,9,OH
13904,43336,0,40.31,-83.58,Middleburg,6,OH
13905,43337,1095,40.7,-83.3,Morral,8,OH
13906,43338,9864,40.6,-82.8,Mount Gilead,8,OH
13907,43340,2035,40.55,-83.49,Mount Victory,6,OH
13908,43341,1339,40.59,-83.31,New Bloomington,6,OH
13909,43342,3128,40.48,-83.19,Prospect,7,OH
13910,43343,1234,40.3,-84,Quincy,8,OH
13911,43344,5632,40.4,-83.3,Richwood,9,OH
13912,43345,792,40.52,-83.58,Ridgeway,5,OH
13913,43347,1568,40.49,-83.65,Rushsylvania,5,OH
13914,43348,1644,40.47,-83.89,Russells Point,2,OH
13915,43351,10491,40.8,-83.3,Upper Sandusky,13,OH
13916,43356,1274,40.47,-83.05,Waldo,4,OH
13917,43357,4211,40.3,-83.7,West Liberty,8,OH
13918,43358,2737,40.4,-83.5,West Mansfield,7,OH
13919,43359,825,40.86,-83.45,Wharton,5,OH
13920,43360,1620,40.3,-83.6,Zanesfield,8,OH
13921,43402,32761,41.4,-83.7,Bowling Green,10,OH
13922,43403,5546,41.38,-83.63,Bowling Green,0.965909091,OH
13923,43406,1756,41.34,-83.44,Bradner,6,OH
13924,43407,690,41.28,-83.24,Burgoon,4,OH
13925,43408,337,41.564,-83.362,Clay Center,0.113636364,OH
13926,43410,10578,41.3,-83,Clyde,8,OH
13927,43412,4656,41.6,-83.3,Curtice,9,OH
13928,43413,1545,41.2,-83.7,Cygnet,7,OH
13929,43416,2910,41.48,-83.27,Elmore,5,OH
13930,43420,30083,41.4,-83.1,Fremont,10,OH
13931,43430,4743,41.53,-83.37,Genoa,6,OH
13932,43431,4563,41.4,-83.3,Gibsonburg,7,OH
13933,43432,1263,41.57,-83.25,Graytown,5,OH
13934,43433,34,41.506,-82.872,Gypsum,0.113636364,OH
13935,43434,52,41.695,-83.444,Harbor View,0.113636364,OH
13936,43435,1579,41.33,-83.33,Helena,6,OH
13937,43437,535,41.257,-83.598,Jerry City,0.397727273,OH
13938,43438,158,41.6,-82.7,Kelleys Island,2,OH
13939,43439,45,41.517,-83.043,Lacarne,0.113636364,OH
13940,43440,4849,41.53,-82.77,Lakeside Marblehead,4,OH
13941,43442,1327,41.43,-83.21,Lindsey,5,OH
13942,43443,1882,41.47,-83.47,Luckey,4,OH
13943,43445,1120,41.58,-83.3,Martin,4,OH
13944,43446,102,41.68,-82.82,Middle Bass,3,OH
13945,43447,3363,41.57,-83.43,Millbury,4,OH
13946,43449,8590,41.6,-83.1,Oak Harbor,14,OH
13947,43450,3531,41.39,-83.48,Pemberville,6,OH
13948,43451,1045,41.31,-83.62,Portage,6,OH
13949,43452,13378,41.5,-83,Port Clinton,10,OH
13950,43456,440,41.65,-82.82,Put In Bay,2,OH
13951,43457,1326,41.26,-83.42,Risingsun,5,OH
13952,43458,520,41.534,-83.214,Rocky Ridge,0.113636364,OH
13953,43460,6477,41.6,-83.56,Rossford,1,OH
13954,43462,1271,41.28,-83.72,Rudolph,6,OH
13955,43463,17,41.509,-83.507,Stony Ridge,0.113636364,OH
13956,43464,1096,41.41,-82.92,Vickery,6,OH
13957,43465,5296,41.56,-83.5,Walbridge,4,OH
13958,43466,2122,41.3,-83.52,Wayne,5,OH
13959,43467,88,41.244,-83.492,West Millgrove,0.170454545,OH
13960,43468,398,41.599,-83.34,Williston,0.113636364,OH
13961,43469,3003,41.46,-83.36,Woodville,4,OH
13962,43501,761,41.67,-84.46,Alvordton,4,OH
13963,43502,6804,41.5,-84.3,Archbold,9,OH
13964,43504,1301,41.7,-83.84,Berkey,4,OH
13965,43505,66,41.524,-84.731,Blakeslee,0.397727273,OH
13966,43506,14305,41.5,-84.5,Bryan,10,OH
13967,43511,874,41.3,-83.8,Custar,7,OH
13968,43512,27770,41.3,-84.4,Defiance,13,OH
13969,43515,9014,41.6,-84,Delta,9,OH
13970,43516,2980,41.2,-83.9,Deshler,9,OH
13971,43517,4068,41.45,-84.71,Edgerton,7,OH
13972,43518,2610,41.6,-84.7,Edon,10,OH
13973,43519,301,41.3,-84.4,Evansport,13,OH
13974,43521,2883,41.7,-84.3,Fayette,8,OH
13975,43522,2973,41.43,-83.84,Grand Rapids,6,OH
13976,43523,0,41.31,-84.02,Grelton,5,OH
13977,43524,1155,41.22,-84.04,Hamler,5,OH
13978,43525,1422,41.467,-83.701,Haskins,0.681818182,OH
13979,43526,5676,41.3,-84.7,Hicksville,8,OH
13980,43527,1958,41.24,-84.16,Holgate,6,OH
13981,43528,16132,41.63,-83.75,Holland,5,OH
13982,43529,325,41.1904,-83.7849,Hoytville,0.056818182,OH
13983,43531,153,41.6361,-84.4923,Kunkle,0.056818182,OH
13984,43532,4177,41.4,-84,Liberty Center,7,OH
13985,43533,1596,41.68,-84.08,Lyons,7,OH
13986,43534,1704,41.35,-83.94,Mc Clure,6,OH
13987,43535,932,41.31,-84.02,Malinta,5,OH
13988,43536,518,41.31,-84.64,Mark Center,5,OH
13989,43537,27138,41.57,-83.68,Maumee,5,OH
13990,43540,1408,41.69,-83.95,Metamora,5,OH
13991,43541,196,41.301,-83.83,Milton Center,0.625,OH
13992,43542,3459,41.57,-83.76,Monclova,4,OH
13993,43543,8042,41.6,-84.6,Montpelier,9,OH
13994,43545,14211,41.4,-84.1,Napoleon,15,OH
13995,43547,287,41.42,-83.84,Neapolis,7,OH
13996,43548,691,41.2,-84.17,New Bavaria,6,OH
13997,43549,1396,41.37,-84.52,Ney,5,OH
13998,43551,37959,41.5,-83.6,Perrysburg,10,OH
13999,43553,155,41.532,-84.228,Pettisville,0.170454545,OH
14000,43554,2792,41.6,-84.6,Pioneer,8,OH
14001,43555,197,41.4,-84.1,Ridgeville Corners,13,OH
14002,43556,1813,41.32,-84.56,Sherwood,6,OH
14003,43557,3310,41.49,-84.38,Stryker,7,OH
14004,43558,12308,41.6,-83.9,Swanton,10,OH
14005,43560,32483,41.69,-83.73,Sylvania,5,OH
14006,43565,434,41.4175,-83.7408,Tontogany,0.056818182,OH
14007,43566,8007,41.5,-83.76,Waterville,5,OH
14008,43567,13003,41.6,-84.1,Wauseon,11,OH
14009,43569,2953,41.35,-83.8,Weston,6,OH
14010,43570,2813,41.59,-84.44,West Unity,6,OH
14011,43571,7436,41.51,-83.81,Whitehouse,4,OH
14012,43604,9009,41.65,-83.54,Toledo,2,OH
14013,43605,27151,41.65,-83.51,Toledo,4,OH
14014,43606,25346,41.67,-83.6,Toledo,3,OH
14015,43607,22082,41.65,-83.61,Toledo,3,OH
14016,43608,14951,41.68,-83.53,Toledo,2,OH
14017,43609,22429,41.62,-83.58,Toledo,3,OH
14018,43610,4298,41.68,-83.56,Toledo,1,OH
14019,43611,18665,41.7,-83.48,Toledo,3,OH
14020,43612,29905,41.71,-83.54,Toledo,3,OH
14021,43613,32322,41.7,-83.61,Toledo,2,OH
14022,43614,30930,41.6,-83.67,Toledo,4,OH
14023,43615,39747,41.65,-83.67,Toledo,4,OH
14024,43616,20635,41.67,-83.44,Oregon,5,OH
14025,43617,6685,41.67,-83.73,Toledo,2,OH
14026,43619,7506,41.6,-83.49,Northwood,5,OH
14027,43620,5877,41.66,-83.55,Toledo,1,OH
14028,43623,20252,41.71,-83.66,Toledo,3,OH
14029,43701,55566,40,-82,Zanesville,13,OH
14030,43711,94,39.7,-81.5,Ava,13,OH
14031,43713,7378,40,-81.2,Barnesville,11,OH
14032,43716,1994,39.8,-81,Beallsville,7,OH
14033,43717,149,39.789,-81.554,Belle Valley,0.511363636,OH
14034,43718,3362,40,-81,Belmont,8,OH
14035,43719,2478,40,-81.1,Bethesda,8,OH
14036,43720,1474,39.8,-81.9,Blue Rock,10,OH
14037,43721,0,39.947,-82.257,Brownsville,0.113636364,OH
14038,43722,335,39.916,-81.52,Buffalo,0.227272727,OH
14039,43723,4966,39.96,-81.53,Byesville,4,OH
14040,43724,9241,39.7,-81.5,Caldwell,13,OH
14041,43725,20131,40,-81.6,Cambridge,10,OH
14042,43727,1095,39.9,-81.8,Chandlersville,7,OH
14043,43728,1279,39.49,-81.9,Chesterhill,5,OH
14044,43730,2357,39.6,-82.1,Corning,7,OH
14045,43731,5515,39.7,-82,Crooksville,8,OH
14046,43732,1529,39.8,-81.6,Cumberland,8,OH
14047,43733,0,39.88,-81.54,Derwent,5,OH
14048,43734,1681,39.89,-81.9,Duncan Falls,2,OH
14049,43735,494,39.85,-82.122,East Fultonham,0.113636364,OH
14050,43736,68,40,-81.3,Fairview,13,OH
14051,43738,106,39.8,-82.1,Fultonham,7,OH
14052,43739,2446,39.92,-82.3,Glenford,6,OH
14053,43740,348,39.952,-82.216,Gratiot,0.170454545,OH
14054,43746,1299,39.97,-82.17,Hopewell,5,OH
14055,43747,916,39.85,-81.14,Jerusalem,7,OH
14056,43748,2711,39.7,-82.3,Junction City,5,OH
14057,43749,2606,40.2,-81.6,Kimbolton,14,OH
14058,43750,171,40,-81.6,Kipling,11,OH
14059,43754,1783,39.8,-81.2,Lewisville,8,OH
14060,43755,1539,40,-81.5,Lore City,8,OH
14061,43756,5284,39.7,-81.8,Mcconnelsville,12,OH
14062,43758,3000,39.6,-81.9,Malta,9,OH
14063,43759,56,40.063,-81.071,Morristown,0.625,OH
14064,43760,2310,39.9,-82.2,Mount Perry,8,OH
14065,43761,45,39.6634,-82.1361,Moxahala,0.056818182,OH
14066,43762,5995,40,-81.8,New Concord,12,OH
14067,43764,8545,39.7,-82.2,New Lexington,8,OH
14068,43766,1691,39.6,-82.3,New Straitsville,7,OH
14069,43767,1233,40,-81.8,Norwich,8,OH
14070,43768,351,40.04,-81.448,Old Washington,0.227272727,OH
