,zip_code,y-2016,lat,lon,major_city,radius_in_miles,state
9098,28741,3886,35.08,-83.19,Highlands,7,NC
9099,28742,2910,35.4,-82.6,Horse Shoe,7,NC
9100,28743,2061,35.8,-82.9,Hot Springs,12,NC
9101,28745,838,35.53,-82.97,Lake Junaluska,0.852272727,NC
9102,28746,2168,35.46,-82.18,Lake Lure,6,NC
9103,28747,2315,35.13,-82.91,Lake Toxaway,7,NC
9104,28748,12376,35.6,-82.8,Leicester,8,NC
9105,28749,0,35.7,-82.1,Little Switzerland,19,NC
9106,28751,3386,35.5,-83.1,Maggie Valley,8,NC
9107,28752,30274,35.7,-82,Marion,19,NC
9108,28753,10933,35.9,-82.7,Marshall,16,NC
9109,28754,9185,35.9,-82.5,Mars Hill,9,NC
9110,28756,4375,35.4,-82.2,Mill Spring,9,NC
9111,28757,183,35.6,-82.3,Montreat,12,NC
9112,28759,7287,35.38,-82.59,Mills River,5,NC
9113,28761,8185,35.7,-81.9,Nebo,13,NC
9114,28762,6819,35.6,-82.2,Old Fort,11,NC
9115,28763,2498,35,-83.5,Otto,7,NC
9116,28766,1114,35.24,-82.62,Penrose,3,NC
9117,28768,7287,35.3,-82.7,Pisgah Forest,10,NC
9118,28771,8138,35.3,-83.8,Robbinsville,13,NC
9119,28772,1323,35.11,-82.82,Rosman,3,NC
9120,28773,3356,35.3,-82.3,Saluda,8,NC
9121,28774,1035,35.1,-83,Sapphire,7,NC
9122,28775,273,35.02,-83.3,Scaly Mountain,3,NC
9123,28777,10192,35.9,-82.1,Spruce Pine,7,NC
9124,28778,11054,35.63,-82.4,Swannanoa,6,NC
9125,28779,16965,35.3,-83.2,Sylva,11,NC
9126,28781,907,35.21,-83.65,Topton,7,NC
9127,28782,6322,35.3,-82.2,Tryon,11,NC
9128,28783,1747,35.3,-83,Tuckasegee,8,NC
9129,28785,7735,35.7,-83.1,Waynesville,11,NC
9130,28786,20516,35.4,-83,Waynesville,10,NC
9131,28787,20567,35.7,-82.5,Weaverville,8,NC
9132,28789,5160,35.4,-83.3,Whittier,6,NC
9133,28790,3428,35.2,-82.49,Zirconia,7,NC
9134,28791,15441,35.36,-82.51,Hendersonville,4,NC
9135,28792,33669,35.3,-82.5,Hendersonville,10,NC
9136,28801,14250,35.59,-82.56,Asheville,2,NC
9137,28803,31793,35.54,-82.52,Asheville,5,NC
9138,28804,21384,35.65,-82.55,Asheville,5,NC
9139,28805,17768,35.62,-82.49,Asheville,5,NC
9140,28806,40494,35.6,-82.6,Asheville,9,NC
9141,28901,5488,35.2,-83.8,Andrews,9,NC
9142,28902,1271,35.03,-83.95,Brasstown,4,NC
9143,28904,8349,35.1,-83.7,Hayesville,15,NC
9144,28905,2809,35.16,-83.93,Marble,5,NC
9145,28906,18603,35.1,-84.1,Murphy,16,NC
9146,28909,1411,35.01,-83.92,Warne,4,NC
9147,29001,1858,33.8,-80.1,Alcolu,9,SC
9148,29003,6615,33.3,-81,Bamberg,10,SC
9149,29006,9867,33.9,-81.5,Batesburg,16,SC
9150,29009,2468,34.4,-80.4,Bethune,11,SC
9151,29010,12318,34.2,-80.3,Bishopville,12,SC
9152,29014,2000,34.5,-81.1,Blackstock,13,SC
9153,29015,1523,34.4,-81.3,Blair,12,SC
9154,29016,20209,34.2,-81,Blythewood,9,SC
9155,29018,3111,33.3,-80.6,Bowman,9,SC
9156,29020,22191,34.3,-80.6,Camden,17,SC
9157,29030,1718,33.6,-80.7,Cameron,11,SC
9158,29031,1283,34.6,-81.4,Carlisle,11,SC
9159,29032,5202,34.3,-80.5,Cassatt,9,SC
9160,29033,12296,33.96,-81.06,Cayce,3,SC
9161,29036,19844,34.14,-81.34,Chapin,7,SC
9162,29037,690,34.2,-81.9,Chappells,8,SC
9163,29038,2027,33.4,-81,Cope,8,SC
9164,29039,4306,33.41,-80.91,Cordova,5,SC
9165,29040,9341,34.1,-80.4,Dalzell,8,SC
9166,29042,5422,33.3,-81.2,Denmark,8,SC
9167,29044,4949,33.9,-80.7,Eastover,15,SC
9168,29045,23930,34.2,-80.8,Elgin,7,SC
9169,29046,173,34.1,-80.16,Elliott,0.852272727,SC
9170,29047,3410,33.5,-80.6,Elloree,8,SC
9171,29048,4669,33.37,-80.31,Eutawville,6,SC
9172,29051,2146,33.86,-80.14,Gable,5,SC
9173,29052,2091,33.82,-80.74,Gadsden,5,SC
9174,29053,17974,33.8,-81.1,Gaston,9,SC
9175,29054,10457,33.9,-81.4,Gilbert,11,SC
9176,29055,4151,34.58,-80.93,Great Falls,7,SC
9177,29056,2219,33.6,-80,Greeleyville,10,SC
9178,29058,4779,34.6,-80.7,Heath Springs,11,SC
9179,29059,6008,33.3,-80.4,Holly Hill,10,SC
9180,29061,14704,33.9,-80.8,Hopkins,13,SC
9181,29062,191,34.1,-80.5,Horatio,12,SC
9182,29063,37201,34.14,-81.2,Irmo,5,SC
9183,29065,692,34.31,-81.29,Jenkinsville,6,SC
9184,29067,10938,34.6,-80.5,Kershaw,14,SC
9185,29069,5196,34.2,-80.1,Lamar,9,SC
9186,29070,14946,33.9,-81.4,Leesville,16,SC
9187,29072,56906,34,-81.3,Lexington,9,SC
9188,29073,43402,33.9,-81.2,Lexington,9,SC
9189,29074,50,34.5,-80.7,Liberty Hill,12,SC
9190,29075,2931,34.2,-81.4,Little Mountain,7,SC
9191,29078,15894,34.2,-80.7,Lugoff,13,SC
9192,29079,27,34.4,-80.1,Lydia,13,SC
9193,29080,3143,34,-80.1,Lynchburg,11,SC
9194,29081,1203,33.1,-81,Ehrhardt,10,SC
9195,29082,405,33,-80.9,Lodge,9,SC
9196,29101,2970,34.5,-80.3,Mc Bee,13,SC
9197,29102,17206,33.6,-80.2,Manning,14,SC
9198,29104,1455,34,-80.2,Mayesville,10,SC
9199,29105,1279,33.8,-81.6,Monetta,7,SC
9200,29107,3014,33.5,-81.1,Neeses,11,SC
9201,29108,20532,34.3,-81.6,Newberry,13,SC
9202,29111,2003,33.8,-80,New Zion,9,SC
9203,29112,4226,33.6,-81.1,North,11,SC
9204,29113,1859,33.43,-81.14,Norway,5,SC
9205,29114,1966,33.95,-79.93,Olanta,5,SC
9206,29115,29237,33.5,-80.9,Orangeburg,13,SC
9207,29117,978,33.498,-80.848,Orangeburg,0.568181818,SC
9208,29118,16598,33.6,-80.9,Orangeburg,8,SC
9209,29122,32,34.2414,-81.323,Peak,0.056818182,SC
9210,29123,7961,33.76,-81.26,Pelion,7,SC
9211,29125,2105,33.7,-80.5,Pinewood,14,SC
9212,29126,2132,34.3,-81.4,Pomaria,9,SC
9213,29127,8848,34.2,-81.5,Prosperity,10,SC
9214,29128,5532,34.1,-80.5,Rembert,11,SC
9215,29129,3056,33.8,-81.7,Ridge Spring,11,SC
9216,29130,6213,34.3,-80.9,Ridgeway,14,SC
9217,29133,1173,33.36,-80.79,Rowesville,5,SC
9218,29135,8583,33.7,-80.8,Saint Matthews,12,SC
9219,29137,2070,33.6,-81.3,Salley,10,SC
9220,29138,10996,34,-81.8,Saluda,16,SC
9221,29142,4937,33.5,-80.5,Santee,7,SC
9222,29145,901,34.22,-81.77,Silverstreet,5,SC
9223,29146,1784,33.5,-81.3,Springfield,8,SC
9224,29147,0,34.1,-81.1,State Park,8,SC
9225,29148,7204,33.6,-80.3,Summerton,10,SC
9226,29150,41553,33.9,-80.4,Sumter,9,SC
9227,29152,1404,33.97,-80.47,Shaw A F B,2,SC
9228,29153,14999,34,-80.3,Sumter,15,SC
9229,29154,28826,33.9,-80.5,Sumter,10,SC
9230,29160,8148,33.7,-81.1,Swansea,14,SC
9231,29161,10476,34.1,-79.9,Timmonsville,11,SC
9232,29162,2916,33.89,-80,Turbeville,5,SC
9233,29163,1943,33.43,-80.43,Vance,4,SC
9234,29164,4431,33.6,-81.4,Wagener,9,SC
9235,29166,813,33.9,-81.71,Ward,5,SC
9236,29168,3638,33.9,-80.5,Wedgefield,7,SC
9237,29169,24232,33.99,-81.1,West Columbia,4,SC
9238,29170,20385,33.94,-81.14,West Columbia,5,SC
9239,29172,9745,33.91,-81.08,West Columbia,5,SC
9240,29175,269,34.44,-80.6,Westville,3,SC
9241,29178,3154,34.5,-81.6,Whitmire,10,SC
9242,29180,14080,34.3,-81.1,Winnsboro,17,SC
9243,29201,20670,33.98,-81.02,Columbia,4,SC
9244,29202,237,33.99,-81.02,Columbia,4,SC
9245,29203,39589,34.09,-81.04,Columbia,7,SC
9246,29204,20108,34.03,-81,Columbia,2,SC
9247,29205,25691,33.99,-81,Columbia,2,SC
9248,29206,19207,34.03,-80.94,Columbia,3,SC
9249,29207,11909,34.02,-80.91,Columbia,4,SC
9250,29208,777,33.998,-81.028,Columbia,0.170454545,SC
9251,29209,34003,33.9,-81,Columbia,7,SC
9252,29210,42129,34.04,-81.11,Columbia,4,SC
9253,29212,29211,34.08,-81.17,Columbia,7,SC
9254,29223,50501,34.09,-80.93,Columbia,5,SC
9255,29225,1301,33.996,-81.025,Columbia,0.170454545,SC
9256,29229,47054,34.12,-80.87,Columbia,6,SC
9257,29301,34627,34.95,-81.99,Spartanburg,5,SC
9258,29302,16456,34.89,-81.85,Spartanburg,7,SC
9259,29303,25041,35,-81.98,Spartanburg,6,SC
9260,29306,16176,34.9,-81.92,Spartanburg,5,SC
9261,29307,18387,34.99,-81.82,Spartanburg,6,SC
9262,29316,24442,35.05,-81.97,Boiling Springs,4,SC
9263,29320,864,34.93,-82.01,Arcadia,5,SC
9264,29321,3173,34.72,-81.74,Buffalo,6,SC
9265,29322,8074,35.1,-82.1,Campobello,8,SC
9266,29323,12969,35.1,-81.9,Chesnee,8,SC
9267,29324,210,34.99,-81.82,Clifton,6,SC
9268,29325,15651,34.5,-81.8,Clinton,11,SC
9269,29329,242,34.99,-81.82,Converse,6,SC
9270,29330,8894,35.02,-81.78,Cowpens,6,SC
9271,29331,280,34.7,-81.9,Cross Anchor,9,SC
9272,29332,2661,34.3,-82,Cross Hill,7,SC
9273,29333,474,34.99,-81.82,Drayton,6,SC
9274,29334,13597,34.91,-82.12,Duncan,4,SC
9275,29335,5830,34.7,-81.9,Enoree,8,SC
9276,29338,0,35.1,-82.1,Fingerville,9,SC
9277,29340,23043,35,-81.6,Gaffney,12,SC
9278,29341,18702,35.1,-81.7,Gaffney,9,SC
9279,29346,161,34.99,-81.82,Glendale,6,SC
9280,29349,29454,35.1,-82.1,Inman,9,SC
9281,29351,1190,34.41,-81.81,Joanna,1,SC
9282,29353,4278,34.8,-81.6,Jonesville,12,SC
9283,29355,888,34.4,-81.8,Kinards,8,SC
9284,29356,8164,35.1,-82.3,Landrum,12,SC
9285,29360,20459,34.5,-82.1,Laurens,11,SC
9286,29364,690,34.7,-81.6,Lockhart,14,SC
9287,29365,10382,34.98,-82.16,Lyman,4,SC
9288,29368,89,35.1,-81.9,Mayo,9,SC
9289,29369,12823,34.86,-82.02,Moore,5,SC
9290,29370,979,34.37,-81.96,Mountville,6,SC
9291,29372,3862,34.9,-81.7,Pacolet,7,SC
9292,29373,295,34.9,-81.7,Pacolet Mills,8,SC
9293,29374,3187,34.79,-81.85,Pauline,5,SC
9294,29375,79,34.8,-82,Reidville,10,SC
9295,29376,8321,34.8,-82,Roebuck,7,SC
9296,29377,1330,34.91,-82.12,Startex,4,SC
9297,29378,187,34.93,-82.01,Una,5,SC
9298,29379,17659,34.7,-81.6,Union,14,SC
9299,29384,4637,34.3,-82.1,Waterloo,7,SC
9300,29385,8257,34.97,-82.1,Wellford,5,SC
9301,29388,14896,34.8,-82,Woodruff,10,SC
9302,29401,10395,32.78,-79.93,Charleston,2,SC
9303,29403,22258,32.8,-79.94,Charleston,2,SC
9304,29404,1558,32.9,-80.06,Charleston Afb,0.965909091,SC
9305,29405,28750,32.85,-79.99,North Charleston,4,SC
9306,29406,31990,32.93,-80.02,Charleston,6,SC
9307,29407,34663,32.8,-80,Charleston,3,SC
9308,29409,2630,32.797,-79.961,Charleston,0.227272727,SC
9309,29410,20608,32.94,-80,Hanahan,3,SC
9310,29412,39439,32.72,-79.94,Charleston,5,SC
9311,29414,37028,32.84,-80.11,Charleston,6,SC
9312,29418,24546,32.89,-80.06,North Charleston,4,SC
9313,29420,23772,32.94,-80.1,North Charleston,4,SC
9314,29423,999,32.781,-79.932,Charleston,0.113636364,SC
9315,29424,389,32.783,-79.937,Charleston,0.170454545,SC
9316,29426,1663,32.8,-80.4,Adams Run,9,SC
9317,29429,3019,33,-79.5,Awendaw,18,SC
9318,29431,7050,33.3,-79.9,Bonneau,9,SC
9319,29432,3600,33.2,-80.8,Branchville,9,SC
9320,29434,601,33.14,-79.84,Cordesville,6,SC
9321,29435,4007,33,-80.5,Cottageville,9,SC
9322,29436,4220,33.3,-80.2,Cross,9,SC
9323,29437,3077,33.1,-80.4,Dorchester,8,SC
9324,29438,2284,32.6,-80.3,Edisto Island,8,SC
9325,29439,2381,32.67,-79.95,Folly Beach,5,SC
9326,29440,27454,33.4,-79.4,Georgetown,24,SC
9327,29445,58994,32.98,-80,Goose Creek,7,SC
9328,29446,892,32.6,-80.5,Green Pond,12,SC
9329,29448,1833,33.3,-80.4,Harleyville,8,SC
9330,29449,8402,32.7,-80.3,Hollywood,11,SC
9331,29450,3750,33.1,-79.8,Huger,13,SC
9332,29451,4373,32.82,-79.76,Isle Of Palms,4,SC
9333,29452,378,32.75,-80.53,Jacksonboro,2,SC
9334,29453,1175,33.2,-79.6,Jamestown,11,SC
9335,29455,21198,32.7,-80.1,Johns Island,14,SC
9336,29456,30519,32.99,-80.12,Ladson,4,SC
9337,29458,2513,33.1,-79.4,Mc Clellanville,12,SC
9338,29461,34256,33.2,-80,Moncks Corner,12,SC
9339,29464,48572,32.82,-79.86,Mount Pleasant,5,SC
9340,29466,34016,32.87,-79.79,Mount Pleasant,5,SC
9341,29468,2020,33.4,-80.1,Pineville,7,SC
9342,29469,1019,33.24,-80.12,Pinopolis,6,SC
9343,29470,4880,32.8,-80.2,Ravenel,7,SC
9344,29471,1472,33.18,-80.67,Reevesville,6,SC
9345,29472,8703,33.1,-80.3,Ridgeville,16,SC
9346,29474,2611,32.9,-80.5,Round O,13,SC
9347,29475,2444,32.9,-80.8,Ruffin,11,SC
9348,29477,6505,33.2,-80.6,Saint George,10,SC
9349,29479,7527,33.4,-79.9,Saint Stephen,9,SC
9350,29481,1748,33.1,-80.8,Smoaks,10,SC
9351,29482,2049,32.77,-79.84,Sullivans Island,2,SC
9352,29483,73900,33.1,-80.2,Summerville,12,SC
9353,29485,52772,32.95,-80.2,Summerville,7,SC
9354,29487,3106,32.65,-80.17,Wadmalaw Island,7,SC
9355,29488,21970,32.9,-80.7,Walterboro,14,SC
9356,29492,12243,32.9,-79.9,Charleston,7,SC
9357,29493,129,33.034,-80.843,Williams,0.625,SC
9358,29501,44198,34.21,-79.82,Florence,7,SC
9359,29505,25220,34.1,-79.7,Florence,8,SC
9360,29506,21163,34.2,-79.6,Florence,10,SC
9361,29510,10300,33.4,-79.6,Andrews,15,SC
9362,29511,5303,34,-79.1,Aynor,8,SC
9363,29512,18533,34.6,-79.7,Bennettsville,16,SC
9364,29516,872,34.4,-79.6,Blenheim,11,SC
9365,29518,1390,33.79,-79.84,Cades,6,SC
9366,29519,222,34.06,-79.5,Centenary,3,SC
9367,29520,14335,34.6,-79.9,Cheraw,14,SC
9368,29525,2014,34.5,-79.5,Clio,7,SC
9369,29526,43371,33.9,-79,Conway,13,SC
9370,29527,25094,33.8,-79.2,Conway,14,SC
9371,29530,2344,33.98,-79.74,Coward,6,SC
9372,29532,20530,34.3,-79.8,Darlington,13,SC
9373,29536,16280,34.4,-79.4,Dillon,12,SC
9374,29540,5635,34.4,-79.9,Darlington,9,SC
9375,29541,10562,34.1,-79.7,Effingham,9,SC
9376,29543,515,34.29,-79.27,Fork,4,SC
9377,29544,5141,34,-79.2,Galivants Ferry,11,SC
9378,29545,1860,34.17,-78.95,Green Sea,5,SC
9379,29546,2998,33.9,-79.4,Gresham,17,SC
9380,29547,3447,34.5,-79.3,Hamer,8,SC
9381,29550,32180,34.4,-80.1,Hartsville,13,SC
9382,29554,9391,33.7,-79.4,Hemingway,17,SC
9383,29555,6168,33.9,-79.5,Johnsonville,10,SC
9384,29556,12084,33.7,-79.8,Kingstree,14,SC
9385,29560,13564,33.9,-79.8,Lake City,14,SC
9386,29563,2529,34.36,-79.2,Lake View,6,SC
9387,29564,918,33.5,-79.9,Lane,8,SC
9388,29565,6938,34.4,-79.5,Latta,11,SC
9389,29566,16387,33.88,-78.65,Little River,6,SC
9390,29567,629,34.54,-79.44,Little Rock,6,SC
9391,29568,13892,33.9,-78.8,Longs,9,SC
9392,29569,15970,34,-78.9,Loris,12,SC
9393,29570,3565,34.7,-79.6,Mc Coll,7,SC
9394,29571,14900,34.1,-79.4,Marion,14,SC
9395,29572,8923,33.77,-78.79,Myrtle Beach,4,SC
9396,29574,11847,34.2,-79.3,Mullins,10,SC
9397,29575,17585,33.63,-78.96,Myrtle Beach,3,SC
9398,29576,28146,33.56,-79.08,Murrells Inlet,7,SC
9399,29577,30098,33.7,-78.9,Myrtle Beach,5,SC
9400,29579,36779,33.8,-78.9,Myrtle Beach,8,SC
9401,29580,1171,33.7,-79.6,Nesmith,8,SC
9402,29581,4784,34.2,-79.1,Nichols,12,SC
9403,29582,16266,33.8,-78.7,North Myrtle Beach,8,SC
9404,29583,5525,34,-79.6,Pamplico,11,SC
9405,29584,2392,34.6,-80.1,Patrick,9,SC
9406,29585,14428,33.44,-79.16,Pawleys Island,7,SC
9407,29588,42168,33.68,-79.02,Myrtle Beach,6,SC
9408,29590,3749,33.6,-79.8,Salters,9,SC
9409,29591,4862,33.9,-79.8,Scranton,10,SC
9410,29592,1170,34.28,-79.5,Sellers,5,SC
9411,29593,1487,34.5,-79.8,Society Hill,9,SC
9412,29594,128,34.68,-79.55,Tatum,7,SC
9413,29596,2343,34.73,-79.84,Wallace,7,SC
9414,29601,11403,34.85,-82.4,Greenville,2,SC
9415,29605,36438,34.78,-82.38,Greenville,5,SC
9416,29607,38043,34.84,-82.38,Greenville,7,SC
9417,29609,30411,34.91,-82.39,Greenville,4,SC
9418,29611,29807,34.83,-82.46,Greenville,6,SC
9419,29613,1882,34.92,-82.44,Greenville,1,SC
9420,29614,2314,34.85,-82.4,Greenville,2,SC
9421,29615,36042,34.86,-82.29,Greenville,5,SC
9422,29617,27097,34.91,-82.47,Greenville,5,SC
9423,29620,13073,34.2,-82.4,Abbeville,14,SC
9424,29621,41571,34.5,-82.6,Anderson,14,SC
9425,29624,14362,34.43,-82.63,Anderson,6,SC
9426,29625,28475,34.6,-82.8,Anderson,7,SC
9427,29626,13484,34.4,-82.8,Anderson,7,SC
9428,29627,18065,34.5,-82.5,Belton,11,SC
9429,29628,2494,34.1,-82.6,Calhoun Falls,8,SC
9430,29630,14667,34.7,-82.8,Central,7,SC
9431,29631,13939,34.68,-82.82,Clemson,3,SC
9432,29634,5502,34.6703,-82.8357,Clemson,0.056818182,SC
9433,29635,1391,35.1,-82.6,Cleveland,8,SC
9434,29638,3309,34.4,-82.3,Donalds,8,SC
9435,29639,1788,34.31,-82.43,Due West,4,SC
9436,29640,29957,34.9,-82.6,Easley,8,SC
9437,29642,31225,34.77,-82.56,Easley,6,SC
9438,29643,2207,34.52,-82.99,Fair Play,6,SC
9439,29644,19848,34.7,-82.2,Fountain Inn,10,SC
9440,29645,9547,34.6,-82.1,Gray Court,9,SC
9441,29646,28304,34.1,-82.1,Greenwood,10,SC
9442,29649,25688,34.2,-82.1,Greenwood,8,SC
9443,29650,34806,34.9,-82.27,Greer,4,SC
9444,29651,45452,34.9,-82.2,Greer,13,SC
9445,29653,4756,34.3,-82.2,Hodges,7,SC
9446,29654,9360,34.5,-82.4,Honea Path,11,SC
9447,29655,6742,34.3,-82.6,Iva,12,SC
9448,29657,15191,34.8,-82.7,Liberty,7,SC
9449,29658,427,34.75,-83.29,Long Creek,5,SC
9450,29659,83,34.21,-82.648,Lowndesville,0.625,SC
9451,29661,6176,35.1,-82.5,Marietta,10,SC
9452,29662,15598,34.78,-82.3,Mauldin,2,SC
9453,29664,2101,34.9,-83.2,Mountain Rest,12,SC
9454,29665,134,34.75,-82.95,Newry,7,SC
9455,29666,6746,34.1,-82,Ninety Six,11,SC
9456,29667,220,34.77,-82.76,Norris,0.909090909,SC
9457,29669,12219,34.6,-82.4,Pelzer,8,SC
9458,29670,8894,34.6,-82.7,Pendleton,9,SC
9459,29671,17788,34.9,-82.7,Pickens,10,SC
9460,29672,12368,34.76,-82.95,Seneca,7,SC
9461,29673,28331,34.7,-82.5,Piedmont,9,SC
9462,29676,5145,34.9,-83,Salem,11,SC
9463,29678,22214,34.6,-82.9,Seneca,8,SC
9464,29680,29610,34.69,-82.28,Simpsonville,6,SC
9465,29681,53864,34.76,-82.22,Simpsonville,6,SC
9466,29682,3554,34.84,-82.83,Six Mile,5,SC
9467,29683,140,35.1,-82.5,Slater,9,SC
9468,29684,4001,34.38,-82.72,Starr,7,SC
9469,29685,1549,35,-82.8,Sunset,9,SC
9470,29686,653,34.91,-83.05,Tamassee,4,SC
9471,29687,41828,35,-82.3,Taylors,9,SC
9472,29689,4329,34.53,-82.89,Townville,6,SC
9473,29690,22307,35.1,-82.4,Travelers Rest,12,SC
9474,29691,11041,34.8,-83.1,Walhalla,7,SC
9475,29692,4748,34.43,-82.21,Ware Shoals,7,SC
9476,29693,13998,34.7,-83.2,Westminster,13,SC
9477,29696,5076,34.78,-83.01,West Union,5,SC
9478,29697,13071,34.64,-82.54,Williamston,6,SC
9479,29702,9660,35.1,-81.5,Blacksburg,9,SC
9480,29704,3757,34.82,-80.92,Catawba,5,SC
9481,29706,18831,34.7,-81.3,Chester,16,SC
9482,29707,24200,35,-80.8,Fort Mill,9,SC
9483,29708,30603,35.05,-80.99,Fort Mill,5,SC
9484,29709,6135,34.7,-80.1,Chesterfield,8,SC
9485,29710,33542,35.1,-81.2,Clover,13,SC
9486,29712,2391,34.79,-80.98,Edgemoor,4,SC
9487,29714,2738,34.71,-80.92,Fort Lawn,5,SC
9488,29715,28920,35.01,-80.94,Fort Mill,7,SC
9489,29717,1284,34.9,-81.4,Hickory Grove,7,SC
9490,29718,4122,34.6,-80.3,Jefferson,12,SC
9491,29720,46788,34.8,-80.7,Lancaster,15,SC
9492,29724,41,34.776,-81.009,Lando,0.113636364,SC
9493,29726,1518,34.86,-81.23,Mc Connells,6,SC
9494,29727,1527,34.74,-80.26,Mount Croghan,6,SC
9495,29728,10431,34.8,-80.4,Pageland,10,SC
9496,29729,2290,34.7,-81,Richburg,8,SC
9497,29730,53976,34.9,-81,Rock Hill,11,SC
9498,29732,56410,34.97,-81.08,Rock Hill,7,SC
9499,29733,1840,34.9,-81,Rock Hill,11,SC
9500,29741,2050,34.74,-80.21,Ruby,6,SC
9501,29742,2407,34.9,-81.4,Sharon,8,SC
9502,29743,1068,35.04,-81.42,Smyrna,7,SC
9503,29745,30649,35,-81.2,York,11,SC
9504,29801,27543,33.6,-81.7,Aiken,11,SC
9505,29803,37139,33.4,-81.7,Aiken,10,SC
9506,29805,5849,33.6,-81.6,Aiken,8,SC
9507,29809,2480,33.41,-81.69,New Ellenton,2,SC
9508,29810,4718,32.9,-81.4,Allendale,15,SC
9509,29812,11712,33.2,-81.4,Barnwell,14,SC
9510,29816,1099,33.51,-81.82,Bath,4,SC
9511,29817,4632,33.4,-81.3,Blackville,9,SC
9512,29819,1619,34.1,-82.2,Bradley,7,SC
9513,29821,1556,33.66,-82.11,Clarks Hill,7,SC
9514,29824,8608,33.8,-82,Edgefield,14,SC
9515,29826,125,33.4,-81.4,Elko,10,SC
9516,29827,4196,32.9,-81.3,Fairfax,11,SC
9517,29828,836,33.52,-81.83,Gloverville,0.909090909,SC
9518,29829,11790,33.57,-81.85,Graniteville,6,SC
9519,29831,3895,33.3,-81.7,Jackson,16,SC
9520,29832,5198,33.8,-81.8,Johnston,9,SC
9521,29834,1711,33.51,-81.82,Langley,4,SC
9522,29835,6526,33.9,-82.3,Mc Cormick,16,SC
9523,29836,449,33.1,-81.5,Martin,9,SC
9524,29838,490,33.74,-82.17,Modoc,5,SC
9525,29840,299,34.01,-82.52,Mount Carmel,6,SC
9526,29841,33142,33.52,-81.94,North Augusta,5,SC
9527,29842,7844,33.44,-81.87,Beech Island,5,SC
9528,29843,1178,33.2,-81.2,Olar,9,SC
9529,29844,126,33.8,-82.2,Parksville,7,SC
9530,29845,904,33.8,-82.2,Plum Branch,7,SC
9531,29847,4673,33.7,-81.8,Trenton,8,SC
9532,29848,644,34,-82.2,Troy,14,SC
9533,29849,251,33.1,-81.2,Ulmer,9,SC
9534,29850,412,33.6,-81.7,Vaucluse,11,SC
9535,29851,7080,33.52,-81.83,Warrenville,4,SC
9536,29853,6229,33.4,-81.5,Williston,15,SC
9537,29856,3193,33.5,-81.5,Windsor,8,SC
9538,29860,15981,33.6,-82,North Augusta,8,SC
9539,29899,1191,33.9,-82.2,Mc Cormick,13,SC
9540,29902,15675,32.38,-80.7,Beaufort,7,SC
9541,29904,612,32.431,-80.67,Beaufort,0.113636364,SC
9542,29905,3329,32.431,-80.67,Beaufort,0.113636364,SC
9543,29906,23132,32.5,-80.8,Beaufort,7,SC
9544,29907,13587,32.4,-80.6,Ladys Island,8,SC
9545,29909,18769,32.3,-80.9,Okatie,9,SC
9546,29910,37915,32.2,-80.9,Bluffton,10,SC
9547,29911,1808,32.9,-81.2,Brunson,8,SC
9548,29912,0,32.57,-80.93,Coosawhatchie,2,SC
9549,29915,512,32.12,-80.88,Daufuskie Island,3,SC
9550,29916,1590,32.7,-81,Early Branch,8,SC
9551,29918,5066,32.7,-81.3,Estill,11,SC
9552,29920,10426,32.4,-80.5,Saint Helena Island,8,SC
9553,29921,256,32.674,-81.18,Furman,0.625,SC
9554,29922,861,32.6,-81.3,Garnett,8,SC
9555,29923,727,32.86,-81.238,Gifford,0.681818182,SC
9556,29924,3917,32.9,-81.1,Hampton,8,SC
9557,29926,25432,32.22,-80.75,Hilton Head Island,5,SC
9558,29927,9326,32.2,-81,Hardeeville,17,SC
9559,29928,17103,32.17,-80.75,Hilton Head Island,6,SC
9560,29929,1209,32.9,-80.9,Islandton,10,SC
9561,29932,315,32.85,-81.24,Luray,5,SC
9562,29934,766,32.6,-81.1,Pineland,9,SC
9563,29935,3775,32.38,-80.7,Port Royal,2,SC
9564,29936,13677,32.5,-81,Ridgeland,15,SC
9565,29939,286,32.7,-81.2,Scotia,13,SC
9566,29940,4203,32.6,-80.7,Seabrook,11,SC
9567,29941,542,32.54,-80.81,Sheldon,4,SC
9568,29943,310,32.5,-81.2,Tillman,8,SC
9569,29944,4726,32.8,-81,Varnville,10,SC
9570,29945,5378,32.7,-80.8,Yemassee,12,SC
9571,30002,5866,33.77,-84.26,Avondale Estates,1,GA
9572,30004,61418,34.14,-84.29,Alpharetta,6,GA
9573,30005,40526,34.09,-84.22,Alpharetta,4,GA
9574,30008,33900,33.9,-84.59,Marietta,4,GA
9575,30009,14934,34.08,-84.3,Alpharetta,3,GA
9576,30011,15631,34.03,-83.83,Auburn,5,GA
9577,30012,26807,33.72,-84.01,Conyers,6,GA
9578,30013,26487,33.64,-83.97,Conyers,7,GA
9579,30014,37656,33.6,-83.8,Covington,16,GA
9580,30016,52584,33.5,-83.9,Covington,9,GA
9581,30017,22891,33.89,-83.96,Grayson,3,GA
9582,30019,47792,34,-83.9,Dacula,8,GA
9583,30021,23780,33.81,-84.24,Clarkston,2,GA
9584,30022,67903,34.02,-84.25,Alpharetta,5,GA
9585,30024,73917,34.07,-84.1,Suwanee,6,GA
9586,30025,9777,33.6,-83.7,Social Circle,7,GA
9587,30028,24113,34.3,-84.2,Cumming,8,GA
